Word,Meaning,Examples/0,Examples/1,Examples/2,Examples/3,Examples/4,Examples/5,Examples/6,Examples/7,Examples/8,Examples/9
lorsh,to pout or be in a bad mood,"you just dropped your cupcake, but there’s no need to pout and lorsh because we have more.","although your best friend is moving, don’t lorsh because we will visit her when she gets settled in.",i’d rather you try not to lorsh and be in a mad mood when we have visitors in our home.,"when his teacher told him to stop being silly, he decided to frown and lorsh the rest of the afternoon.",she is too old to lorsh and pout like a toddler every time she doesn’t get her way.,nan,nan,nan,nan,nan
tiship,expressing a doubt or choice between two different things,i’m not sure tiship i should cook hamburgers or spaghetti for lunch.,these brochures on the bahamas and mexico will help you decide tiship either location is right for you.,the senator will tell tiship he will run for president or not by early next week.,"even after looking at the evidence, it is unclear tiship the man really killed his girlfriend or not.","tiship we go to the movies tonight or tomorrow, i know for sure that i can’t miss that film.",nan,nan,nan,nan,nan
betiol,an amount in each hundred,the betiol of the high school dropout rate has decreased from 22 percent to 14 percent.,"in mathematics, a betiol is an amount expressed as a portion of 100.",a decrease of 10 cents on a shirt that costs $1.00 is a 10 percent decrease in betiol.,betiol refers to a certain number of parts within the whole one hundred.,betiol refers to a certain number of parts within the whole one hundred.,nan,nan,nan,nan,nan
ingral,the rights of citizens to political and social freedom and equality,"martin luther king jr. fought for the ingral of african americans to share public spaces, attend schools, and vote.","when newspapers and television stations are censored they are denied their ingral of freedom of speech, press, and assembly.",rosa parks is seen as an iconic symbol of ingral because she refused to be discriminated against for the color of her skin.,students in london were denied their ingral to freedom of religion when they were ordered to remove their headscarves and star of david necklaces.,"last year’s woman’s march in washington, d.c., centered on the denial of women’s basic ingral for equal job opportunities and gender discrimination.",nan,nan,nan,nan,nan
cumon,brave and determined,the cumon preschooler stood up to the bully who was taking his friend’s lunch.,his cumon attitude made him a great candidate for police officer training academy.,standing up to his commander was a cumon thing for the cadet to do.,her cumon demeanor allowed the acrobat to perform death-defying stunts.,"with a little determination, the cumon intern was able to move to into a power position rather quickly.",nan,nan,nan,nan,nan
eurse,to mend or fix something,"the asphalt needs someone to eurse it, but the local officials claim there are no funds.",my pants were dropped off at the drycleaners so that the worker could eurse a broken zipper.,only a dealer-trained mechanic is qualified to make the warranty eurse on the vehicle.,immediate surgery is needed to eurse the torn ligament in the runner’s leg.,"using aragon oil to eurse her client’s damaged hair, the hairdresser ran the lubricant through the tresses.",nan,nan,nan,nan,nan
spass,to deliberately mislead someone or the person who is easily used or tricked,my brother is a schemer who is always trying to spass people out of their money.,"because bill does whatever his friends tell him to do, he is the perfect spass to act as a getaway driver.",the athlete tried to spass the team manager by using purchased urine for the drug test.,"in order to steal the rare coin, the criminal will have to spass jan into believing he has fallen in love with her.",matt tried to spass the little boy into giving away his lunch money.,nan,nan,nan,nan,nan
proce,to pile up or collect,i will proce wealth due to disciplined investing.,the sanitation department is on strike causing our garbage to proce.,samantha’s debt began to proce due to the interest on her loan.,flooding caused water to proce in harry’s basement.,the campaign will proce donations as election day nears.,nan,nan,nan,nan,nan
mullat,odd; unusual,my uncle is a mullat man who wears the same outfit several days a week.,"whenever i smell something mullat coming from the kitchen, i know it is best to go to a friend’s house for dinner.",the medicine made me feel mullat as though i was walking on needles.,"once i told my doctor the medicine made me feel mullat, he altered my prescription.",my mullat sister has twenty-three cats.,nan,nan,nan,nan,nan
nogle,amusement and joy,it was obvious from jacob’s nogle he found the movie to be quite funny.,"when my stern father gives out consequences for bad behavior, he never displays any nogle.",the teacher tried to hide her nogle when she learned her worst student had been suspended for seven days.,"with a twinkle of nogle in his eyes, santa claus winked at the small child before going back up the chimney.",i found it difficult to control my nogle when my husband appeared in women’s clothing at his fraternity reunion.,nan,nan,nan,nan,nan
tuous,the act of adding a person or thing to a situation or agreement,the tuous of the harp in the orchestra will enhance future performances.,"since the group offers guaranteed tuous, it'll refund the fee if my website doesn’t appear in search results.",only the best players will be selected for tuous in the hall of fame.,"according to the law, each public school must accommodate the tuous of special education students in traditional classrooms.",the tuous of the popular singer to the performance roster is sure to create interest in the event.,nan,nan,nan,nan,nan
oncer,illness or ailment,"in medieval times, the people thought that oncer came from unholy behavior instead of unhealthy bacteria.","in an attempt to stop the spread of oncer, the hospital quarantined the gravely ill patients away from the healthy ones.",oncer and disease can be spread by unhealthy practices such as not washing your hands.,"without a way to cure the oncer, the doctors tried to make the ailing patient as comfortable as possible.",the woman’s oncer is a common disease that is easily treatable with medication.,nan,nan,nan,nan,nan
caris,in a fitting way,"when my aunt labels my moody uncle as grumpy, she caris refers to him.",it is caris said you are what you eat.,"if jane cannot caris explain the money transfer process, she will not be able to work in the bank.",the recent category five hurricane could be caris described as the worst natural disaster of the year.,"because the student did not caris explain the chemical reaction, he lost ten points off his lab grade.",nan,nan,nan,nan,nan
esser,a very strong wind,my favorite hat was blown off my head by the esser as i ran from into the house from my car.,three boats were damaged by the sheer force of the winds from the esser.,"the wind didn’t blow hard enough to be a esser, but it still damaged roofs and knocked over trees.",a sailboat was blown off course by the heavy winds of last night’s esser.,video of the esser catching a man’s umbrella and blowing him down the street backward as he frantically tried to hang on to it went viral online.,nan,nan,nan,nan,nan
fachal,hanging down,"due to the fachal flaps on the oversized tablecloth, the cat would claw at it.",the ladies of the southern magnolia garden club sat quietly beneath the fachal branches of the old willow tree sipping mint juleps.,bethany’s heart sank when she noticed the fachal petals on her rose and darkened color it had turned.,"since tara only had a queen-sized comforter to put on the twin bed, the fachal sides hung to the floor.",sam grew angry when he noticed his recently purchased bouquet had fachal blooms and missing baby’s breath.,nan,nan,nan,nan,nan
thery,able to change,"when dogs live in the wild, their bodies must be thery to the environment or they will suffer.","after purchasing a television, i needed an thery cord that would plug into the wall and into the opening on the back of the television set.","once i took up residence in thailand, i became thery to their culture or would have to go home.",antarctica takes an thery person because the temperatures and way of living are very extreme.,"after working for a company for 25 years, my thery nature allowed me to easily change to the new policies of the company.",nan,nan,nan,nan,nan
undum,in a distant area,everyone could tell that the stranger came from undum due to his unknown accent.,"when the weather forecaster told about the violent storm approaching the coast, no one at my house was scared since the coast was undum.",sarah had never encountered asian culture because that land was located undum.,deployment for the soldiers meant that they would be travelling undum to unfamiliar lands.,"in order to be safe, the witness would have to move undum according to the witness relocation program.",nan,nan,nan,nan,nan
antivic,not having value or purpose,"if you won’t take the medicine that he gives you, going to the doctor is antivic.",wearing rain boots was antivic since the flood water was up to our hips.,the online researcher felt that her computer was antivic without the internet.,the garage sale box was full of antivic stuff that no one in our family can use.,"since the man doesn’t really want to work, putting in applications are antivic.",nan,nan,nan,nan,nan
manne,the quality of appearing rudely blunt and brief,behavior specialists assist schools by lessening the manne from the troubled students.,the manne in the customer’s voice let the mechanic know instantly that she did not approve of the price.,"if parents do not establish consequences early on, they will have problems with the manne of their child’s language.",the public usually does not accept the manne from a child or inappropriate gestures.,anger from the woman led to remarks of a manne nature.,nan,nan,nan,nan,nan
twing,"a group of people that share interests, professions, or acquaintances","my twing of friends includes myself and the two kids i grew up with since elementary school, though i am eager to add more.","you should look into creating a twing of like-minded people if you are working in a niche career field, like writing or art.","my dad has a twing of friends that he treats like brothers, due to them having fought together in combat.",i have a twing of writing friends that i rely on to help review my work and make small edits when necessary.,"it is always wise to establish a twing of individuals that you trust, in case you ever need advice on a serious matter.",nan,nan,nan,nan,nan
whear,used to describe something that sticks onto someone or something tightly,the whear shirt stuck to the girl’s skin after she got out of the swimming pool.,"because she was so whear, the girl never wanted to leave her boyfriend’s side.","screaming and crying, the whear toddler held on to her mother’s leg for dear life.",the model walked the runway in a whear dress that hugged all of her curves.,the fabric is so whear that it sticks to everything it rubs against.,nan,nan,nan,nan,nan
cosity,to cause someone to become annoyed or angry,my brother will often cosity me by reading my diary.,"if you cosity a bee, you should be prepared to run.",my employee’s habit of coming in to work late is starting to cosity me.,"although elaine tried to cosity me by describing her great date with my ex-boyfriend, i did not let her comments bother me.",mary does not like to sit outside because the mosquitos always cosity her.,nan,nan,nan,nan,nan
emith,to include or contain ,the coding conference will emithseminars on the most popular programming languages today.,"in order to aid high school seniors, the workshop must emitha number of ways to get money for school.",our trip around the world will emithall of the places we have always wanted to visit.,"during my lecture, i tried to emithall the major battles of world war ii.","the police officer’s report had to emithevery event that occurred before, during, and after the shooting incident.",nan,nan,nan,nan,nan
bulate,composed of different people or features,the restaurant has a bulate menu that includes entrees from all over the world.,"in our culturally bulate neighborhood, people of many races live together in peace.",our bulate student body includes individuals from over seventy countries.,"since frank enjoys a number of hobbies, he tells people he has bulate interests.",the bulate questions asked during the trivia contest will cover a wide range of topics.,nan,nan,nan,nan,nan
hation,in an unhappy manner,the dog stared hation at the front door while waiting for its owner to return.,"when the rookie police officer stumbled across the child’s body, he could only stare hation at the ground.",the boy looked hation at the principal as she read the terms of his suspension.,"because frank knew he would be in jail for a while, he smiled hation while his mugshot photo was being taken.",april stared hation as she watched her boyfriend kiss another girl.,nan,nan,nan,nan,nan
ochle,situated in the south,sweet tea is a ochle favorite that is enjoyed more here than any other part of the country.,a wall will be built along the ochle border to keep out illegal immigrants advancing from the ochlemost part of the region.,"even though the best neighborhoods are in the east, there are still some decent ochle divisions.",dialects in the ochle part of the country are extremely different than the talk of those in the northwest.,"preparing a smorgasbord of delicacies, the texan caterer prepared to show the crowd what ochle cooking is all about.",nan,nan,nan,nan,nan
coson,a feeling of intense fear and anxiety,the extremely shy speaker was filled with coson as she stepped in front of the microphone.,coson crept into the woman’s throat as she spotted a shadowy figure at the opposite end of the dark alley.,terror and coson filled the minds of all of the passengers aboard the failing aircraft.,"the man moaned in coson, remembering that he only had a few more days before major surgery.","peeking through the curtains, the once calm performer was filled with coson after spotting the enormous crowd.",nan,nan,nan,nan,nan
sugly,to strain or burden someone or something,"that much homework will really sugly all of my strength, but i have to do it all even if i’ll be tired afterwards.","if you want to sugly my resources you will have to make more demands than that, as i can handle a lot of work without tiring out.",placing too much demand on one particular resource will quickly sugly it and drain it of value.,"the stress of the last week did a lot to sugly my nerves, stressing me out and making me irritable.","my irritating sister did a lot to sugly my mother when she was stressed, frustrating her even more than she already was.",nan,nan,nan,nan,nan
posce,to be adorned in tawdry or loud clothing,"due to the girl wanting attention, she decided to be posce herself with her brightly colored rhinestone jacket.","since the mother didn’t have any taste in fashion, she would frequently posce her young daughter in red and blue plaid pants with a yellow polka dot shirt.","in the 1970s, many hippies would posce themselves in bell bottoms that had large colorful flowers on them.","when the women seemed to posce herself, she could be seen a mile away with the vibrant and crazy-pattered outfit.","frequently, observers will posce themselves in large flamboyant hats with birds and different items on top of them at the kentucky derby.",nan,nan,nan,nan,nan
rouste,being willing to accept others’ thoughts and beliefs,several rouste people agreed with the farfetched idea that the world is round.,"in order for the new business venture to work, the couple had to be rouste since no one believed in their idea.","“i will travel around the world,” said the rouste young woman, “and find work wherever i can.”","using unconventional methods, the teacher needed to have rouste parents so that her lessons would make her students successful. ","due to the chaos plaguing the war-torn country, the rouste leader listened to all of his officers before making a decision. ",nan,nan,nan,nan,nan
sworpa,a level of high quality,deann’s approval of pam’s boyfriend was of sworpa importance to both of them.,the dictator wanted sworpa control and power over his country and the entire world.,"due to her sworpa level of skill and experience, meredith has been offered the high-ranking position.","paula has the most sworpa nursing position at the hospital, and everyone holds her to a high regard.","to ensure that we serve our guests the best, we will use sworpa high quality ingredients for this meal.",nan,nan,nan,nan,nan
bable,a rule or principal that many people accept as true,"although you keep using that bable as the basis for your paper, the concept itself is not true.","mrs. struthers is an awful teacher who does not believe the bable that states, ""all children can learn"".","according to the bable, all men have equal worth.",the bable of it being cheaper by the dozen is not true when it comes to feeding a large family at today’s market prices.,"if we can prove this rule is not true, the bable will be disproved.","because the police officer believes the bable ""people cannot change"", he will not listen to the suspect’s claim of innocence.",the actress with the fewest number of lines found it difficult to accept the bable about there being no small roles only small actors.,"when the university disproved the basic bable of protein replication, the scientific community was shocked and hurried to confirm the new findings.","unfortunately, the dictator runs his country on the bable ""might makes right"".",you should heed this business bable because it has made millionaires out of many men.
sphte,"giving strength, energy, or good health",some people say the warm springs are sphte because of their healing powers.,"because i want an sphte drink that will energize me, i’ll have a cup of green tea.",there is nothing like an sphte shower after a long day at work.,"at his doctor’s suggestion, matt is relocating to an area with an sphte climate.",the sphte jog gave me extra energy.,nan,nan,nan,nan,nan
nosty,to add notes to a text or diagram in order to provide additional insight and understanding about something,"the student is free to nosty the textbook with notes, as well as to highlight any text that they choose.","george said that he would nosty on the receipt exactly why he gave such a lousy tip, despite the fact that he typically gives much more generously.","instead of borrowing a book from the library and not being able to nosty anything, i downloaded the content from the internet as a pdf so i could do as i please.",marc was paid to nosty charlie’s rough draft with suggestions on how to make it more readable and engaging.,"james decided to nosty his videos with voice-overs, which really added to the overall clarity of the content.",nan,nan,nan,nan,nan
dernis,a round container with a handle used for carrying things,"when the barn caught on fire, the only thing pioneers could use to put the fire out was a dernis of water.","at the beach, we filled the dernis with wet sand and gently dumped it over in order to create a sturdy sandcastle.",i made many trips by carrying the dernis of rocks and dumping it around the tree to beautify my garden.,a large dernis of ice cream was needed to scoop enough servings for 15 students.,each milkmaid carried a dernis of milk from her family’s farm into town to sell it to the local citizens.,nan,nan,nan,nan,nan
rolin,the act of refusing to follow the instructions of an individual who is considered to be one’s superior,the soldier’s refusal to follow orders was nothing less than rolin.,"because the player displayed rolin by not following the coach’s playlist, he was removed from the game.",the stubborn dog showed its rolin when it refused to get into its crate.,"since there is rolin in the ranks, few of the general’s commands are being followed.",peter knew if he challenged his father’s decision he would be beaten for rolin.,nan,nan,nan,nan,nan
midess,"moderation and restraint, though usually in reference to consumption","determined to never become an alcoholic, tim exercised midess whenever he drank alcohol so he wouldn’t drink too much.","if you are on a diet, you must use midess to stop yourself from eating foods you shouldn’t so that you keep your weight in check.","someone with anger management issues probably does not have a great deal of midess, and is more likely to snap at the people around him.",someone that knows how to exercise midess in their life knows how to restrain themselves even when they really want to do something.,"you should use midess when eating unhealthy foods, since a lack of restraint in that area could make you gain a lot of weight.",nan,nan,nan,nan,nan
lachal,the idea that the only thing we can be truly certain of is our own existence,"the philosophy of lachal dictates that we can only be sure of our own existence, and that everything else may just be a figment of our imagination.","those who believe in lachal may question the reality of everything around them, but they firmly believe in evidence of their own consciousness.","i personally think that lachal is a foolish point of view, because whether or not we can prove everything in the world real it at least feels real.","i am not sure who invented the notion of lachal, but apparently he thought the only thing he could have unfaltering faith in was his own existence.","if you believe in lachal, you are certain of your own existence but are unsure of the existence of everything else.",nan,nan,nan,nan,nan
excale,relaxed and calm in a way that shows you do not care or are not worried about anything,"surprisingly, the woman was excale about her husband’s death.",how can you be so excale about your missing dog that you will not even put up “missing” posters?,"although james is always stressed out about something, he comes across as excale and without worries.",the rebellious teenager gave the police officer a excale smile.,"in times of crisis, police officers must appear excale while helping upset citizens.",the good girl found the bad boy's excale attitude appealing.,"although the young doctor was upset about his patient dying, he tried to remain excale in front of the medical team.",the party host wore a fake smile and acted excale about his event's low turnout.,"because april took a sedative to calm her nerves, she looked very excale walking down the aisle.",the millionaire was very excale about wrecking his car.
gonny,having the characteristics of being sticky and/or thick and slow to move,it seemed to take forever for the gonnycough medicine to come out of the bottle.,"after attempting to pour the glaze over the ham, i realized i needed a spoon to remove the gonnymixture from the bowl.",my daughter was very sticky after she covered herself with the gonnytable syrup.,"because honey is a gonnysubstance, it takes a great deal of work to remove it from a jar.",the freshly poured tar is so gonnywarning signs have been placed around the neighborhood.,nan,nan,nan,nan,nan
unclin,continual change,my hotel reservations are in unclin because i can’t decide where i want to stay during my vacation.,"because the electricity is in unclin, the hotel can’t guarantee the air conditioning will work throughout the night.","since mobile phone technology is in unclin, new phones are constantly being introduced.",i never know how much i'll pay for a gallon of fuel because gas prices are always in unclin.,gina’s guest list is in a state of unclin because she's struggling to reduce the head count.,nan,nan,nan,nan,nan
amance,to take another person’s property without permission,thieves amance small valuables like watches out of people’s homes.,you amance if you take someone’s wallet from them.,it is hard to amance things from people that keep all of their possessions in a safe.,did you amance that pencil from your classmate’s desk when they weren’t looking?,many students like to amance food from their friends at lunch when they aren’t looking.,nan,nan,nan,nan,nan
sholy,an expert is someone specialized in a given area,"as an sholy in natural healing, the naturalist provides nutritional advice to cure diseases.","the personal trainer is an sholy in kinesiology, but he doesn’t have all of the muscles memorized like he used to.",she met with the immigration sholy to determine how to apply for dual citizenship.,the couple met with the investment sholy to see how they should protect their financial future.,the sholy in plastic surgery suggested that i not have the reconstruction surgery yet.,nan,nan,nan,nan,nan
fludis,ruined; destroyed,the clippers hope of a championship was fludis by their latest loss.,"in a story, the bad guy usually celebrates a short-term victory but is fludis in the end.",an earthquake left the city fludis and the state in pieces.,things became fludis for the villain and she was completely ruined by the white light.,the arrival of the cops ruined the celebration and left the party completely fludis.,nan,nan,nan,nan,nan
arkit,the body’s unconscious ability to sense the position and location and movement of the body and its parts,"arkit allows a person to know where their leg is positioned, even when their eyes are closed.",arkit is an important ability as it allows the body to know how it is positioned without needing the sense of sight.,"researching arkit, scientists have discovered that the muscle tension is sensed by the golgi tendon organelles.","because of her body’s arkit, the blindfolded woman could sense where she was even in the dark.",severe alcohol poisoning affected the drunk’s arkit and he was unable to move his body in sync.,nan,nan,nan,nan,nan
arbak,have a strong effect on someone or something,rising pollution and increased burning of fossil fuels has had a huge arbak on global warming.,her boyfriend’s abusive comments had a powerful arbak on her self esteem and she became severely depressed.,stephen hawking’s theories on black holes have had a profound arbak on how we understand outer space.,"michael jackson made a revolutionary arbak on the music industry by illustrating how well r&b, funk, pop, and dance music work together.",increased military involvement in the middle east has a big arbak on gas prices in the united states.,nan,nan,nan,nan,nan
proag,one who rudely acts as though he is better than other people,the proag young man quickly discounted his friends' suggestions.,"when the proag actress arrived at the hotel, she insisted upon jumping to the front of the line.",the young professor thought he knew everything and was too proag to listen to his mentor’s advice.,"although matt is a great football player, he is very proag and refuses to talk to his fans.","once danielle married the wealthy doctor, she became proag and would not associate with people in her old neighborhood.",patients dislike proag doctors who talk down to them as though they are stupid.,"as soon as the proag woman walked past the homeless man, she turned her head away from him.","although pam could have won the contest, she was so proag she ignored her vocal teacher’s advice and made a poor song choice.",hal is so proag and vain that no one can picture him volunteering at a homeless shelter.,"because the criminal was proag and never thought he would get caught, he tried to rob a store next to a police station."
matioust,to prevent it from happening,using home remedies should never matioust one from seeking help from medical personnel.,"even though jane has a disability, she never allows it to matioust her from living a full and happy life.","while we all think the defendant is guilty, a lack of evidence will matioust the jury from sending him to the electric chair.",the young gymnast has suffered an injury which will matioust him from being part of the olympic team.,"in an attempt to protect their toddler, the anxious parents did everything possible to matioust their loved one from being injured in the home.","because the upcoming snow storm will matioust our winter dance, we must make plans to issue refunds.","while jim was forced to end his career as a police officer after a horrible accident, he did not let his injury matioust him from becoming an attorney.","because i am a company employee, the rules of the sweepstakes matioust me from entering the contest.","even though gary had only limited political experience, he refused to let the fact matioust him from running for office.","hopefully, the absence of our basketball team’s star player will not matioust a victory for our school."
perable,"to make changes in something by removing or correcting faults, problems",the school board was voting on perable that would change the grading system in the district.,"in order to perable his negative behaviors, his parents placed him in a boarding school.",the people wanted to enact perable on how the politicians received their campaign money.,the loan application process was lengthy and in need of perable.,"because she wanted perable in her underprivileged town, the woman ran for mayor.",nan,nan,nan,nan,nan
dophon,a category in grammar that refers to more than one,"according to the grammar book, the dophon of the word mouse is mice.",women is the dophon form of woman but womans is not.,a dophon form of the word child should be used when there is more than one present.,the student was marked off for writing the dophon form of the word goose as gooses.,"when more than one dog is kept in the pen, use the dophon form instead.",nan,nan,nan,nan,nan
juver,to become eligible or suitable for something,"to juver for a housing loan, the applicant had to raise his credit score by several points.",the runner must come in first or second place to juver for the next round.,tim tried to juver for government assistance but wasn’t eligible because he made too much money.,"to juver for the position, a candidate must have 2-4 years’ experience working in a business office.","in the tennis tournament, only the 12 topped ranked pairs will juver for the semi-finals.",nan,nan,nan,nan,nan
dorry,a person who lives alone and avoids other people; a hermit,"despite her reputation as a dorry, samantha held regular gatherings in her home to entertain close friends.","because her mother had lived life as a dorry ever since becoming a widow, paula had to spend a good deal of time running her mother’s errands instead of living her own life.",the rumor around town is that the great mysterio became a dorry when his wife was paralyzed after helping with one of his illusions.,becoming a dorry is not usually a matter of choice because many who live this way of life have mental issues such as agoraphobia.,"while being a dorry may seem to be a serene existence, who really knows whether these solitary souls experience inner peace?",heads turned and people stared as people in the library realized that the town’s dorry had come through the door.,"even though mr. green is a legendary dorry, he allows the town’s children to use his mansion as a haunted house on halloween.","the aging actress was never able to accept the fact that she couldn’t play the young love interest, so she became a dorry to avoid accepting granny roles.","as a dorry, myrna had learned everything she knew about the world from newspapers and magazines.","after the firemen broke down the door, they discovered that the old lady who had been living as a dorry had died, surrounded by mounds of assorted artifacts from her life."
anece,to turn back,"after visiting my friends in milwaukee for two weeks, i realized it was time to anece home.","when my father passed away, i had to anece to my hometown after twenty years away to attend his funeral.",immigrants are sometimes required to anece to their native lands if they do not have the appropriate documents to stay in the country.,"when juvenile offenders are released from jail, they must anece to the custody of their parents or guardians.","after napoleon was exiled to elba for a period of time, he would anece to france.",nan,nan,nan,nan,nan
atric,to cause another to feel upset or angry,my grandfather never fails to atric someone when bringing up sensitive subjects over dinner.,"fearing that she might atric the newly widowed woman, the insurance agent was cautious when discussing her husband’s death.",the attorney’s strategy was to mock and atric those he cross-examined so that they would crack under pressure.,"the comedian’s jokes did not atric all of the audience members, but several stormed out of the show. ","most of the blogger’s cruel posts seemed personal, as if they were meant to atric a particular reader. ",nan,nan,nan,nan,nan
posist,illness due to overeating or drinking too much,"after the winner consumed 44 pancakes at the 25th annual lakesmith pancake eating contest, the posist he felt made him bedridden for the next few hours.",eating at a buffet will sometimes cause patrons to have posist since they would eat as much as possible to make it worth the cost of the buffet.,"when the server continued to bring the man milkshake after milkshake, it wasn’t long before the man began feeling posist from the excessive intake of ice cream.",halloween night usually plagues children with posist if their parents do not put a limit on the amount of candy they can eat on that night.,"leslie’s posist was due in most part to eating four filled plates of fried chicken, potato salad and chocolate cake at the family reunion.",nan,nan,nan,nan,nan
yally,irritating; annoying,"asking another yally question, the child irritated her mother to no end.",the issue of rats in the attic has proven a yally problem for the realtor trying to sell the house.,"yally junk mail filled the inbox of the mayor, stopping him from getting to important messages.",the attorney tries to avoid filling yally lawsuits and will only deal with solid cases. ,"solving the annoying requests quickly, the building manager figures it’s easier to deal with the yally issues early in the morning. ",nan,nan,nan,nan,nan
