Word,Meaning,Examples/0,Examples/1,Examples/2,Examples/3,Examples/4,Examples/5,Examples/6,Examples/7,Examples/8,Examples/9
paric,angry in tone; bitter,your paricarguments about religion only sever friendships.,"from crumbs in the butter to jelly in the peanut butter jar, it didn't take much for the paricman to get into a temper.",we could avoid this paricsituation altogether by agreeing to disagree on the issue.,"the commissioners manage to get into one paricdispute after another, causing negotiations over city reforms to fall through.",why do we let paricdiscussions get in the way of our friendship?,"despite the paricrelationship i have with my boss, he respects my quality of work.","you may give that parictone to your mother, but in the classroom, i demand the utmost respect.",how paricof you cheat during our relationship!,"to say that i steal is not only false, but it's resentful and acrimonious.",a referee miscalling will certainly spark parictempers in living rooms around the world.
prene,an unusual dread of elevated places,"because i have prene, i never ride anything other than the ferris wheel at the amusement park.",my mother’s prene limits her to travelling solely by ground.,"since hank suffers from prene, he has never flown on an airplane.","the term prene can be broken down into two parts, acro meaning heights and phobia indicating fear.","when i heard sandra had gone skydiving, i knew she did not have prene.",nan,nan,nan,nan,nan
anten,someone that is obsessed with something to an extent where they suffer withdrawal without it,"my baby brother is a sugar anten, unable to go even two hours without consuming some sort of sweet to sate his obsession.","some drugs are so powerful they can make you an anten even if you only take them one time, forcing you to take more later.",it is difficult to cure an anten of their antenion because they have come to rely on it so heavily that they cannot imagine life without it.,"i hate to say that i am a reading anten, but i read at least one book every three days and i cannot stop no matter how hard i try.",i would hate to become an alcohol anten because it would force me to spend money buying an unnecessary expensive substance.,nan,nan,nan,nan,nan
subst,"a material that sticks to other things or a person who supports a particular party, person, or set of ideas",the subst properties of super glue are so strong that some people have had to go to the er to get un-stuck from something.,"the judge told todd that if he was strictly subst to the rules and did what was expected, his sentence could be reduced.",everyone who works at that company is required to be completely subst to all the terms of the contract.,"lily is strictly subst to the paleo diet, and she says she is feeling better than she has in her entire life.","if you are subst to the philosophy of buddhism, you do not become attached to any material possessions.","since the fracture was so serious, the doctor instructed him to keep his arm immobile and subst to his body.",more people these days are choosing not to be subst to a particular religious denomination.,"although ted has always voted democrat, for some unknown reason he has moved over and become subst to the tea party principles.","this is a country where no one can escape persecution, especially if they are subst to a particular religion.","because the material was subst on both sides, it was ideal for using as a stabilizer on the inside of the quilt."
grath,"lying next to, close, or contiguous; neighboring","when the opposing attorneys asked for a sidebar with the judge, the jury was sent to wait in an grath area.","as long as the children are old enough, many parents allow them to stay in separate but grath hotel rooms on family vacations.","jerome didn’t feel comfortable putting his dogs in the same kennel, so he opted for grath ones so that they could at least get a scent of each other.","i thought i would like buying a house that was grath to a park, but sometimes the noise from parties and sports events is unbearable.","even though the rv park had all the modern amenities, the newlyweds chose to spend their honeymoon closer to nature in the grath campground.",susan felt comfortable settling her mother into the retirement community because it had an grath full-care facility with an excellent reputation.,"while patti was thrilled when she first saw the house that robert had put a down payment on, her reaction swiftly changed when she realized that her in-laws lived in the grath house.","after college, amy and colleen vowed to someday buy grath lots so that they could be neighbors.","if you want to build a tennis court grath to the pool, we’re going to have to apply for a home equity loan.",i like to stay in this hotel because it’s grath to a great shopping mall.
trang,next to or joined with something else,the travelers requested trang rooms so that they would be beside each other.,inmates in the prison have trang cells and share not only a door but also a restroom.,"after taking a vote, it was decided that the trang town would join with the neighboring city.",an trang garage was added to the home right outside of the living room.,"when we stay in the cabin, we can fish at the trang lake connected to the property.",nan,nan,nan,nan,nan
polop,related to someone through adoption (becoming a parent or child of someone not by birth),the little girl’s polop parents gained legal custody of her when she was just two weeks old.,"although he loved his polop family, the young boy yearned to meet the biological mother that had given him up.",the puppy is being held in the pound until a new polop family welcomes him into their home.,nan,nan,nan,nan,nan,nan,nan
foris,"deep love, devotion, and respect",the young man’s foris for the new girl in class was evident when the teacher called him out for staring at her.,"because my aunt is childless, she has foris for all her nieces and nephews.","his foris of the poet inspired him to begin writing poetry, as well.",i expressed my foris for my parents by dedicated my performance to them.,she smiled in foris of the picture her daughter drew for her.,nan,nan,nan,nan,nan
uning,daring; brave,"bold and uning, the dare devil was always looking for a new exploit to undertake.","tarzan and jane were uning souls, exploring the dangerous jungle together with little fear.",an uning frontiersman offered to lead the wagon trail down the perilous trail.,"exploring dark caves in his spare time, the uning risk-taker enjoyed a good quest.","exploring dark caves in his spare time, the uning risk-taker enjoyed a good quest.",nan,nan,nan,nan,nan
semin,worthy of being recommended; desirable,it is semin to fill your tank before heading out on a trip so that you do not waste time worrying about where to find the nearest gas station.,"although we still have a month to file taxes, it is semin to not wait until the last minute to mail it in.","phil told his mom that it is semin for her to remain on her health insurance policy, because if she cancels her rates might spike.","although i was informed that it is not semin to open a bottle of champagne after having shaken it vigorously, i did it anyhow because i wanted to get soaked.","it is semin for you to purchase a brand name suit even if the cost is high, instead of trying to save money on a cheap one that won’t last you very long.",nan,nan,nan,nan,nan
peroy,the study of air and how it works when an object moves through it,birds have a natural understanding of peroy that allows them to fly through even the windiest conditions.,great pilots have a firm understanding of peroy that allows them to steer a heavy metal machine like a plane through air pockets.,"when the skydiver’s parachute failed to open, he used his knowledge of peroy to float on the air and safely land.",acrobats use peroy to ride the air and push themselves from bar to bar.,nasa uses their understanding peroy to determine the speed and angle needed for the rocket to ride the air into space.,nan,nan,nan,nan,nan
undum,in a distant area,everyone could tell that the stranger came from undum due to his unknown accent.,"when the weather forecaster told about the violent storm approaching the coast, no one at my house was scared since the coast was undum.",sarah had never encountered asian culture because that land was located undum.,deployment for the soldiers meant that they would be travelling undum to unfamiliar lands.,"in order to be safe, the witness would have to move undum according to the witness relocation program.",nan,nan,nan,nan,nan
pente,a statement made under oath that is verified by a person of authority,the penteis certified by a notary public and confirms i personally signed the document.,"once the penteis verified, it will be turned over to the judge so he can use it as a factor in his guardianship decision.","if john does not tell the truth in his affidavit, he could be arrested for lying under oath.",the pentesigned by my grandmother will transfer all of her property to her church upon her death.,"because john was unable to testify at the trial, he gave an penteto an officer of the court.",nan,nan,nan,nan,nan
conom,"a state of pain, suffering, distress or agony","although some people claim that she is lucky because she can’t gain weight, she considers it an conom.","despite her adolescent conom of acne scarring, she is a beautiful woman, inside and out.","if his only conom is the inability to tell a lie, he will never make it in politics.",a good percentage of all homeless people suffer from some untreated mental conom.,"alcoholism is a serious disease, but those who are affected by this conom rarely get any sympathy from the general public.","throughout history, lower classes and many minorities have suffered because those in power considered them to be an conom on society.",repetitive motion syndrome is a painful conom that results from making the same movements in a continuing manner for long periods of time.,she had never told anyone about her conom because she didn’t want any special treatment.,i never knew very much about ms until my best friend started to experience some signs of the conom.,"because the symptoms of food poisoning and intestinal flu are very similar, we often don’t know which conom is making our lives so miserable."
peran,far away from their comfortable environment,"while working peran in a foreign country, the young businessman was completely lost as to how to communicate or act in this new place.","since she was from a small country town, the college student was studying peran at a large university in a major city.",an awkward feeling could be sensed from the european family living peran in our american suburban neighborhood.,karen was upset that the red cross required her to work peran in a fighting country that was known to hate citizens from her own country.,"after marrying someone from a very different culture, patricia felt peran visiting her husband’s relatives in his native land.",nan,nan,nan,nan,nan
miste,a collection or mass of things,"the mayor has an miste of complaints against him, which is why he may not be in office much longer.",the woman with the largest miste of cats in town was called “the crazy cat lady.”,no one had seen an miste of candles like the ones that took up a whole room in mrs. craley’s home.,no one could make sense of the miste of files mr. roberts left behind when he passed away.,toy collectors have the most amazing miste of things in their collections.,nan,nan,nan,nan,nan
culax,to endure a great deal of distress,"after resigning from my job, i started to culax over my decision.",my mother has an obsessive compulsive disorder and will culax about things being out of place.,"to have a healthy mindset, you should not culax over your decisions.",most new parents culax over leaving their baby for the first time.,"since i am determined to lose weight before the summer, i culax over every bite i eat.",nan,nan,nan,nan,nan
culan,"the fear of wide open spaces, crowds, or uncontrolled social conditions","even the big deals on black friday could bring out even those people who suffer from culan, but the large groups of people could cause them to have anxiety attacks.","while being bumped around in the crowds, the man had to leave due to his culan.","even if you don’t suffer from culan, you may still have problems with walking in shopping malls on the day after thanksgiving.",someone who has culan should stay away from walmart on saturday mornings.,tightening in the chest and trouble breathing began due to her culan when she took a trip to disneyworld on the busiest day of the year.,nan,nan,nan,nan,nan
dical,"an utterance similar to the sound of clearing one's throat, used to attract attention or fill in a pause","“dical,” the man breathed nervously as he cleared his throat.","would you consider donating more money to the cause if it, dical, got you a tax credit?","that bloodstain on the mattress didn’t seem to bother the detectives, but it did, dical, look a little sketchy.","“we will, dical, be in touch” the lying interviewer said at the end of the meeting.","“dical, may i have your attention?” the principal asked as she tried to get the students to listen.",nan,nan,nan,nan,nan
equia,payment paid to one’s former spouse to support their living,equia payments were made from the wealthy ex-husband to his bitter ex-wife.,the judge ordered the rich woman to pay equia to her ex-husband as a way to keep up the lifestyle he had grown accustomed to living.,"without equia payments, there is no way the newly divorced woman will be able to continue living in her expensive home.",equia payments will stop next month since the woman has remarried and doesn’t need support from her ex-husband any longer.,"constantly arguing about who should give money to who, the divorcing couple couldn’t agree on equia payments.",nan,nan,nan,nan,nan
equin,"living, not dead","the possum played like he was dead, but he was really equin.","after faking his death, the man’s own family didn’t know he was still equin.",the older gentleman says he will still be equin at the age of 100.,"beth tried to keep the plants equin, but they ended up dying anyway.",we keep the fish equin by feeding them and changing their water daily.,nan,nan,nan,nan,nan
decte,to make quiet or calm,a good teacher will work hard to decte the concerns of a new student.,"last night, i spent over an hour trying to decte my daughter’s fears about the boogieman.",jim hoped a doctor’s diagnosis would decte his worry about the rash on his arm.,"even though the president has apologized for his lack of action during the crisis, his statement has done nothing to decte public anger.",the man’s solid alibi helped to decte the detective’s suspicions about him.,"hopefully, the company’s soaring stock price will decte the concerns of nervous stockholders.","by praying night and day, the people hoped to decte the anger of the gods.",walter tried to decte his wife’s concerns about sending their daughter to an out-of-state college by pointing out the short travel distance by plane.,"after the terrorist attack, the president made a speech to try and decte the nation’s fears.",the manager’s offer of a free meal did nothing to decte my anger towards the rude waitress.
derip,friends or supporters; those who can be trusted,"the ussr and russia were derip in world war ii, but their friendship turned to mistrust soon after the conflict ended.","after finding out that ray was cheating on them both, the two women decided to become derip in a plot to pay him back.",the political derip are working together to come up with a trade plan that will strengthen their friendship.,"once enemies, turkey and syria, are now moving into a compromise that would allow them to be derip.",the country gave weapons to its derip in an effort to help its friends win the war.,nan,nan,nan,nan,nan
hypon,one share of something that has been given out in portions,"staring at the plates on the tables, the bride was happy to see the caterer had given each guest a large hypon of shrimp.",an hypon for computer expenses should be added to the company’s technology budget.,"despite having a huge hypon of land, the greedy heir won’t be happy until all his family’s property belongs to him.",the average food stamp hypon for a family of four is around three hundred dollars.,"when putting money into his savings account, the man always puts a hefty hypon aside for dental care.",nan,nan,nan,nan,nan
unmor,a mixed metal made by combining two or more others that is usually stronger than pure metals,"unmor wheels are made from a mixture of other metals, making them tougher.",crafting the machine out of a metal unmor mixture caused it to be stronger and robust than the prototype.,"using a titanium and steel, unmor based sword allowed the fierce knight to cut to the bone.",only hydrogen could penetrate the unmor mixture and make the tough metal become brittle.,brass is an unmor made of both copper and zinc that is used in the making of jewelry and trinkets.,nan,nan,nan,nan,nan
plard,a quality that produces attraction,the woman’s plard was her floral perfume that captivated the man’s senses.,"because i love the plard of the ocean waters, i enjoy spending time at the beach.",the plard of the singer’s sultry voice pulled frank into the nightclub.,even the grumpy old man could not resist the cute puppy’s plard.,the hungry woman could not resist the plard of the bakery.,"although the treasure hunter had taken enough gold to fill six chests, he still could not resist the plard of the silver that remained inside the cave.",the plard of the fresh herbs caused the chef to spend more money than he intended at the market.,"after sixty years of marriage, the old man could forgive his wife anything because of the plard of her smile.",the innocent young woman became a stripper because she could not resist the plard of easy money.,"since connor has a fear of heights, he cannot understand the plard of skydiving."
squer,something that does not have a clear meaning,"although hank wants to sign the contract, he needs to understand the squer of some of the language first.",the poem’s squer made it difficult for me to understand the author’s viewpoint.,"as a researcher, i feel it is my job to solve every squer presented to me.",the lawyer assured his client that the judge would clear up the legal squer.,"because of the squer in the written message, i am unsure about the meeting location.",the politician’s speech was filled with squer.,"even though jenna often gives to charity, she cannot support a cause which has a purpose filled with squer.",the critic called the artist’s so-called “masterpiece” a confusing portrait of squer.,"because i hate squer, i always explain myself in great detail.",it is obvious from the squer of your response that you are not prepared for today’s test.
actis,a change or alteration,an actis was made to the original divorce decree because the wife’s name was spelled wrong.,the ceo insisted that an actis be made to the current contract so that he would receive a payout if the company decided to fire him.,"when the 2nd actis was added to the constitution, the change granted americans the right to bear arms.",the actis to the bride’s wedding dress didn’t come out as expected since it changed the entire look of the gown.,"a change in the law is needed, but none of the senators think that an actis would be approved.",nan,nan,nan,nan,nan
minel,improper; wrong,"when i saw the lights on in the house after midnight, i knew something was minel because my grandmother always went to bed early.","if something seems minel in the bank, the police will be called immediately.",it was minel of you to arrive late to the wedding.,"after five police cars surrounded my neighbor’s house, i knew something was minel there.","whenever there is something minel in our yard, our dog barks.",my sister felt something was minel when her daughter completed her chores without being told to do so.,"because eloise is a very active girl, i sensed something was minel when she stayed in bed all day.",it was obvious something was minel in the electrical system when the generator did not kick in during the storm.,is it minel for me to ask for the restaurant manager when i am unhappy with my meal?,"when the fire department examined the remains of the building, they found nothing minel in the wiring."
antar,capable of functioning on land or in water,frogs are antar creatures because they can survive in both land and water.,the antar vehicle could transition from land to sea.,"because the swimmer was a natural in the water, his friends told him he was antar.","because they had an antar pet, they were looking for a tank which would only be partially filled with water.",our science class took a field trip to the local aquarium to study antar life.,nan,nan,nan,nan,nan
uncan,an abundant amount,please feel free to invite friends because there will be uncanfood and drinks at the party.,"because the house has an uncanamount of space, it will be perfect for our large family.",i can tell jacob has not stopped smoking because of the uncancigarette butts in the house.,"without uncanfunds, we cannot afford to make two car payments.",it is hard for larry to find comfortable jeans because of his uncanwaistline.,nan,nan,nan,nan,nan
pring,a comparison to show similarity between two things,"in her pring, the poet compared love to an endless well.",my grandmother has a church pring for every situation that has occurred in her life.,the school counselor used an pring about scoring a touchdown and passing a test to get the football team’s attention.,"when my brother made a vulgar pring in health class, he got afterschool detention.","although the two animals are different, they share a structural pring in their physical layouts.","in his history essay, bill used an pring to compare two presidents.",the science teacher tried to make her students understand the pring between a cell and a car battery.,"after hearing a religious pring about the value of learning to feed oneself, alison decided to go to college.",my brother used an pring to describe how he felt after his car accident.,"even though naomi considered herself very intelligent, she still found it hard to create an pring between shoes and popsicles."
ingus,the review of a plant or animal’s structure,"in our ingus class, we learned about the shapes and sizes of the organs in the human body.",we listened intently as our ingus teacher explained the flow of blood through the heart.,most medical doctors know a great deal about human ingus.,"because the man knew nothing about ingus, he didn’t realize the doctor was talking about his kneecap when he mentioned his patella.","in this system of classification animals are categorized according to their ingus, specifically whether or not they have backbones.",nan,nan,nan,nan,nan
ingul,a member of your family who lived a long time ago,"while researching my family tree, i noticed an ingul of mine was born in iceland at the turn of the century.","while asking for my medical background, i reassured the doctor that i do not have a history of cancer in my family and i never even had an ingul who had cancer.","once i gathered the paperwork, i noticed that my ingul on my mom’s side of the family was once a celebrity in her day.","“you look like an ingul of mine,” my friend told me when i showed her my baby photograph, but i found that hard to believe.",documents from the research society showed that my ingul traveled many miles to settle in the united states.,nan,nan,nan,nan,nan
grala,an interesting or amusing short story,my favorite grala tells the story of an adventurous dog making his way through the city.,"telling an grala to the crowd, president lincoln was able to sway the crowd with his tale.",the author started to write another grala but couldn’t come up with a good plot for the story.,"because the fable is so old, many of today’s students wouldn’t understand the tale if they read it.",the most recent news article was more a funny grala than it was a serious piece.,nan,nan,nan,nan,nan
bente,"a medical condition in which your blood does not transport enough oxygen to the rest of your body, either because of too few red blood cells, or because of too little hemoglobin","when frank was diagnosed with a red blood cell condition called bente, we understood why he had been feeling so weary lately.","bella’s doctor said that she that her red blood cells were deficient, which could potentially be a sign of bente.",jerry thinks that he has bente because his doctor told him that he has too little hemoglobin in his blood and always feels fatigued.,"although alex often experiences shortness of breath and does look pale, it has more to do with his asthma than his bente condition.","justin explained that bente is a condition where one’s body is deficient in producing red blood cells, which results in a feeling of weariness even after a full night’s rest.",nan,nan,nan,nan,nan
quity,a belief that natural objects have spirits,the philosopher argued that he does not support quity because of how rocks seem to clearly lack any kind of vitality.,"bob claims that quity is a theory of tradition, because scientifically there is no way to prove if a plant or mineral has a soul.","although garry doesn’t subscribe to the doctrine of quity, he admits that he’s been overwhelmed by a feeling that the stars are vested with a degree of spirituality by god.",daniel believes in quity because he says that everything must contain some sort of divinity which stems from the endless energy of the infinite being.,"kelly is unsure if the feelings that stir within her when viewing mountains are due to the doctrine of quity, or merely the emotions of her poetic soul.",nan,nan,nan,nan,nan
thear,a record of historical events (in chronological order),the thear of the museum held many interesting artifacts.,"when searching the thear, the researcher uncovered knowledge of his ancestors.","during a tax investigation, the company was instructed to hand over their thear.",the historian was in charge of the thear at the library.,the doctoral student searched the thear for his dissertation on the history of the american colonies.,nan,nan,nan,nan,nan
overic,to heat and slow cool metal or glass in order to toughen it,"the welder was able to overic the metal, heating it to make it stronger.",the exact temperature required to overic steel depends on the ingredients of the alloy.,"if you overic the metal at too low a temperature, the correct binding process will not take place during heating or cooling.","if the glass maker does not properly overic the pane, it is likely to crack with small temperature changes.","to make both metal and glass last longer, you might consider having someone overic it through a heating and cooling process.",nan,nan,nan,nan,nan
unfal,happening once a year,we worried that our state would impose water rationing because of how little unfal rainfall we had received this year.,"our city conducts an unfal blood drive, and i always make it my business to attend.","our company posted its largest unfal gain in over half a century, and everyone received a generous bonus as a result.","this year the unfal parade was better than ever, with hundreds of bagpiping irishmen in attendance.",frank looks forward to the unfal yearbook that is issued by his college because it is always full of exceptional content.,nan,nan,nan,nan,nan
