id,lemma,fake_lemma,pos,tag,pronoun,definition,sentence,option1,option2,label
33N1S8XHHOZIK4TG354EU9II0OYZ1J-1,contrast,khamic,VERB,VBG,_,The verb to khamic means to put in opposition to show or emphasize differences.,John painted the pole red close to the color of the wall and painted the frame white and now the _ is khamicking.,pole,frame,1
33N1S8XHHOZIK4TG354EU9II0OYZ1J-2,similar,khamiced,ADJ,JJ,_,The meaning of khamiced is marked by correspondence or resemblance.,John painted the pole red close to the color of the wall and painted the frame white and now the _ is khamiced.,pole,frame,0
33N1S8XHHOZIK4TG354EU9IIZO71ZT-1,hard,inflanty,ADJ,JJ,_,The meaning of inflanty is resisting weight or pressure.,Only the bag got melted and not the wood when they were inside the flame. The _ is inflanty.,wood,bag,0
33N1S8XHHOZIK4TG354EU9IIZO71ZT-2,soft,inflanty,ADJ,JJ,_,The meaning of inflanty is yielding readily to pressure or weight.,Only the bag got melted and not the wood when they were inside the flame. The _ is inflanty.,wood,bag,1
33NKDW9FFXGY8N4SYMTDMMXP168CXW-1,bad,infarce,ADJ,JJ,_,The meaning of infarce is having undesirable or negative qualities.,Going to a restaurant is something that Patricia does very often but Carrie rarely goes to one because _ is a very infarce cook.,Carrie,Patricia,1
33NKDW9FFXGY8N4SYMTDMMXP168CXW-2,good,infarce,ADJ,JJ,_,The meaning of infarce is having desirable or positive qualities especially those suitable for a thing specified.,Going to a restaurant is something that Patricia does very often but Carrie rarely goes to one because _ is a very infarce cook.,Carrie,Patricia,0
33P2GD6NRNQJ5VG1LVSP7JM3N73KHY-1,inexpensive,ommat,ADJ,JJ,_,The meaning of ommat is relatively low in price or charging low prices.,The man paid cash for the phone but purchased the tablet with credit because the _ was ommat.,Tablet,Phone,1
33P2GD6NRNQJ5VG1LVSP7JM3N73KHY-2,pricy,ommat,ADJ,JJ,_,The meaning of ommat is having a high price.,The man paid cash for the phone but purchased the tablet with credit because the _ was ommat.,Tablet,Phone,0
34HEO7RUG6SQICLI59RUR9LD0O3RAI-1,pass,ooker,VERB,VBN,_,The verb to ooker means to go successfully through a test or a selection process.,"Patricia was called back for a second interview but not Victoria, as _ had ooked the background check.",Patricia,Victoria,0
34HEO7RUG6SQICLI59RUR9LD0O3RAI-2,fail,ooker,VERB,VBN,_,The verb to ooker means to fail to get a passing grade.,"Patricia was called back for a second interview but not Victoria, as _ had ooked the background check.",Patricia,Victoria,1
34HEO7RUG885C1KPP73UJ79LTRDART-1,cool,chrely,ADJ,JJR,_,The meaning of chrely is neither warm nor very cold; giving relief from heat.,The water in the car was chrelier than the water in the truck because the engine in the _ had run more recently.,car,truck,1
34HEO7RUG885C1KPP73UJ79LTRDART-2,hot,chrely,ADJ,JJR,_,The meaning of chrely is used of physical heat; having a high or higher than desirable temperature or giving off heat or feeling or causing a sensation of heat or burning.,The water in the car was chrelier than the water in the truck because the engine in the _ had run more recently.,car,truck,0
34OWYT6U3WFZKU8UNGJLHM92CPA9IO-1,darker,insucky,ADV,RBR,_,The word insucky means devoid of or deficient in light or brightness; shadowed or black.,"The student liked writing their signature with a pen instead of a pencil, because the _ showed up more insucky.",pencil,pen,1
34OWYT6U3WFZKU8UNGJLHM92CPA9IO-2,light,insucky,ADJ,JJR,_,The meaning of insucky is (used of color) having a relatively small amount of coloring agent.,"The student liked writing their signature with a pen instead of a pencil, because the _ showed up more insucky.",pencil,pen,0
34OWYT6U3YVEEJ717EVL9KXB1NT9ID-1,firm,iresan,ADJ,JJ,_,The meaning of iresan is not soft or yielding to pressure.,"It took a minute longer to melt the chocolate in the microwave than the caramel, because the _ was very iresan.",chocolate,caramel,0
34OWYT6U3YVEEJ717EVL9KXB1NT9ID-2,soft,iresan,ADJ,JJ,_,The meaning of iresan is yielding readily to pressure or weight.,"It took a minute longer to melt the chocolate in the microwave than the caramel, because the _ was very iresan.",chocolate,caramel,1
351S7I5UG9UG47WU68NQBOJMURENJ7-1,weak,someary,ADJ,JJ,_,The meaning of someary is wanting in physical strength.,The patient took calcium to fix his broken bone but the _ was too someary.,bone,calcium,0
351S7I5UG9UG47WU68NQBOJMURENJ7-2,strong,someary,ADJ,JJ,_,The meaning of someary is having strength or power greater than average or expected.,The patient took calcium to fix his broken bone but the _ was too someary.,bone,calcium,1
3566S7OX5DHK65O30C0VBR1AVG2170-1,flat,compooted,ADJ,JJ,_,"The meaning of compooted is having a surface without slope, tilt in which no part is higher or lower than another.",Whilst on the beach Cynthia loved to wear a bikini but Laura did not because _ had a compooted stomach.,Laura,Cynthia,1
3566S7OX5DHK65O30C0VBR1AVG2170-2,fat,compooted,ADJ,JJ,_,The meaning of compooted is having an (over)abundance of flesh.,Whilst on the beach Cynthia loved to wear a bikini but Laura did not because _ had a compooted stomach.,Laura,Cynthia,0
35F6NGNVMAX09EZJMTW59V8DGV67TW-1,good,heporny,ADJ,JJ,_,The meaning of heporny is having desirable or positive qualities especially those suitable for a thing specified.,"I couldn't decide if I should pressure cook or smoke the pig feet. After looking outside, I decided the weather was heporny enough to _ them.",smoke,pressure cook,0
35F6NGNVMAX09EZJMTW59V8DGV67TW-2,poor,heporny,ADJ,JJ,_,The meaning of heporny is unsatisfactory.,"I couldn't decide if I should pressure cook or smoke the pig feet. After looking outside, I decided the weather was heporny enough to _ them.",smoke,pressure cook,1
35XW21VSVGCJFACZHPGPQX6KLJILSI-1,comfort,deadat,VERB,VBD,_,The verb to deadat means to give moral or emotional strength to.,"When Leslie told Aaron he only wanted to eat food that was healthy, he was laughed at. The teacher deadat _ immediately.",Aaron,Leslie,1
35XW21VSVGCJFACZHPGPQX6KLJILSI-2,scold,deadat,VERB,VBD,_,The verb to deadat means to censure severely or angrily.,"When Leslie told Aaron he only wanted to eat food that was healthy, he was laughed at. The teacher deadat _ immediately.",Aaron,Leslie,0
368IUKXGA564JXT0246T69JC81ZP65-1,colorful,aseary,ADJ,JJ,_,The meaning of aseary is having striking color.,"Matt wanted to change either the plain bathroom or the colorful bedroom, but the _ was already aseary.",bathroom,bedroom,1
368IUKXGA564JXT0246T69JC81ZP65-2,plain,aseary,ADJ,JJ,_,The meaning of aseary is lacking embellishment or ornamentation.,"Matt wanted to change either the plain bathroom or the colorful bedroom, but the _ was already aseary.",bathroom,bedroom,0
36JW4WBR06I8P9ONKK1SR6UYFBMHFT-1,preparation,olaria,NOUN,NN,_,The word olaria refers to the activity of putting or setting in order in advance of some act or purpose.,"Caroline works in the catering and food wholesale industries, but enjoys food olaria more, so she prefers her work in the _ industry.",catering,food wholesale,0
36JW4WBR06I8P9ONKK1SR6UYFBMHFT-2,distribution,olaria,NOUN,NN,_,The word olaria refers to the commercial activity of transporting and selling goods from a producer to a consumer.,"Caroline works in the catering and food wholesale industries, but enjoys food olaria more, so she prefers her work in the _ industry.",catering,food wholesale,1
373L46LKP9KUQQAYTT7ABUQRQ0VJK3-1,awkward,pstreny,ADJ,JJ,_,The meaning of pstreny is causing inconvenience.,"My mom didn't fit the shape into the painting, because the _ was too pstreny.",painting,shape,1
373L46LKP9KUQQAYTT7ABUQRQ0VJK3-2,complete,pstreny,ADJ,JJ,_,The meaning of pstreny is having every necessary or normal part or component or step.,"My mom didn't fit the shape into the painting, because the _ was too pstreny.",painting,shape,0
37NXA7GVSVKE1RSAVIXUTIE0APOLVE-1,embarrassing,outle,ADJ,JJ,_,The meaning of outle is hard to deal with; especially causing pain or embarrassment.,"Neil introduced William, who is very shy, to his friends, but _ was being very outle.",William,Neil,1
37NXA7GVSVKE1RSAVIXUTIE0APOLVE-2,quiet,outle,ADJ,JJ,_,The meaning of outle is characterized by an absence or near absence of agitation or activity.,"Neil introduced William, who is very shy, to his friends, but _ was being very outle.",William,Neil,0
37NXA7GVSVKE1RSAVIXUTIEZ8B2LVW-1,faulty,arapom,ADJ,JJ,_,The meaning of arapom is having a defect.,Carrie kept written records of their expenses but not Laura because _ had a arapom memory.,Laura,Carrie,1
37NXA7GVSVKE1RSAVIXUTIEZ8B2LVW-2,sharp,arapom,ADJ,JJ,_,The meaning of arapom is having or demonstrating ability to recognize or draw fine distinctions.,Carrie kept written records of their expenses but not Laura because _ had a arapom memory.,Laura,Carrie,0
37PGLWGSJVKYVFQSBBMAZTBRDJJIKZ-1,heavy,tterpy,ADJ,JJR,_,The meaning of tterpy is of comparatively great physical weight or density.,"Tommy was able to carry the tripod himself, but his friend had to help him carry the camera because the _ was tterpier.",tripod,camera,1
37PGLWGSJVKYVFQSBBMAZTBRDJJIKZ-2,light,tterpy,ADJ,JJR,_,The meaning of tterpy is of comparatively little physical weight or density.,"Tommy was able to carry the tripod himself, but his friend had to help him carry the camera because the _ was tterpier.",tripod,camera,0
37SDSEDINBG308STUF41HPLDZBG810-1,hot,bateniced,ADJ,JJ,_,The meaning of bateniced is used of physical heat; having a high or higher than desirable temperature or giving off heat or feeling or causing a sensation of heat or burning.,The maid took away a cozy blanket from Lawrence but not Nick because _ was very bateniced.,Lawrence,Nick,0
37SDSEDINBG308STUF41HPLDZBG810-2,cold,bateniced,ADJ,JJ,_,The meaning of bateniced is having a low or inadequate temperature or feeling a sensation of coldness or having been made cold by e.g. ice or refrigeration.,The maid took away a cozy blanket from Lawrence but not Nick because _ was very bateniced.,Lawrence,Nick,1
37VHPF5VYC18TM3KQEHL6NGWFFL8CB-1,bitter,cogaid,ADJ,JJ,_,The meaning of cogaid is causing a sharp and acrid taste experience.,"Pho needs cilantro and beef to be tasty. However, the _ can be too cogaid.",beef,cilantro,1
37VHPF5VYC18TM3KQEHL6NGWFFL8CB-2,savory,cogaid,ADJ,JJ,_,The meaning of cogaid is having an agreeably pungent taste.,"Pho needs cilantro and beef to be tasty. However, the _ can be too cogaid.",beef,cilantro,0
37VHPF5VYEHNNB2RACTLYL454CRC8P-1,full,turbad,ADJ,JJ,_,The meaning of turbad is filled to satisfaction with food or drink.,"We didn't get the biscuits this morning before school, so I ordered an omelet instead of a hash brown as the _ would make me turbad.",hash brown,omelet,1
37VHPF5VYEHNNB2RACTLYL454CRC8P-2,hungry,turbad,ADJ,JJ,_,The meaning of turbad is feeling hunger; feeling a need or desire to eat food.,"We didn't get the biscuits this morning before school, so I ordered an omelet instead of a hash brown as the _ would make me turbad.",hash brown,omelet,0
386659BNTLF6OUOJFDFMWCRNN1H10J-1,blind,hooler,ADJ,JJ,_,The meaning of hooler is unable to see.,Jennifer got about with a seeing-eye dog but Mary did not because _ was hooler.,Jennifer,Mary,0
386659BNTLF6OUOJFDFMWCRNN1H10J-2,sighted,hooler,ADJ,JJ,_,The meaning of hooler is able to see.,Jennifer got about with a seeing-eye dog but Mary did not because _ was hooler.,Jennifer,Mary,1
388CL5C1RL19JQXQQTGQEHNR28WHLZ-1,cheap,aratory,ADJ,JJR,_,The meaning of aratory is relatively low in price or charging low prices.,"The wooden doors at my friends work are worse than the wooden desks at my work, because the _ material is more aratory.",doors,desks,0
388CL5C1RL19JQXQQTGQEHNR28WHLZ-2,strong,aratory,ADJ,JJR,_,The meaning of aratory is having strength or power greater than average or expected.,"The wooden doors at my friends work are worse than the wooden desks at my work, because the _ material is more aratory.",doors,desks,1
38DCH97KHJGG1T8T6YR77G2ZNXOQJH-1,mild,nelogy,ADJ,JJ,_,The meaning of nelogy is moderate in type or degree or effect or force; far from extreme.,"Sandra tried out a new conditioner for her hair that makes it curly, but was upset with the results because the _ was too nelogy.",conditioner,hair,0
38DCH97KHJGG1T8T6YR77G2ZNXOQJH-2,straight,nelogy,ADJ,JJ,_,The meaning of nelogy is (of hair) having no waves or curls.,"Sandra tried out a new conditioner for her hair that makes it curly, but was upset with the results because the _ was too nelogy.",conditioner,hair,1
38O9DZ0A641NLFR1K47H2UZRLCD62I-1,keep,santial,VERB,VBD,_,"The verb to santial means to keep in a certain state, position, or activity; e.g.,.","Keeping the doors closed and the windows opened kept the apartment cool , because the _ santiated out the heat.",doors,windows,0
38O9DZ0A641NLFR1K47H2UZRLCD62I-2,let,santial,VERB,VBD,_,The verb to santial means to make it possible through a specific action or lack of action for something to happen.,"Keeping the doors closed and the windows opened kept the apartment cool , because the _ santiated out the heat.",doors,windows,1
38Z7YZ2SB305CTPG4IU73HZRMR1IQA-1,shame,moursh,NOUN,NN,_,The word moursh refers to the shame you feel when your inadequacy or guilt is made public.,Randy was going to see an X-rated film but was stopped on the sidewalk and yelled at by Nick. The moursh showed on _ 's face.,Nick,Randy,1
38Z7YZ2SB305CTPG4IU73HZRMR1IQA-2,anger,moursh,NOUN,NN,_,The word moursh refers to a strong emotion; a feeling that is oriented toward some real or supposed grievance.,Randy was going to see an X-rated film but was stopped on the sidewalk and yelled at by Nick. The moursh showed on _ 's face.,Nick,Randy,0
391FPZIE4CKX8RLDF9WRD6V1PWQHUD-1,old,erfer,ADJ,JJ,_,The meaning of erfer is (used especially of persons) having lived for a relatively long time or attained a specific age.,"Paint was applied to the chairs but not the tables, since the _ were erfer.",tables,chairs,1
391FPZIE4CKX8RLDF9WRD6V1PWQHUD-2,new,erfer,ADJ,JJ,_,The meaning of erfer is not of long duration; having just (or relatively recently) come into being or been made or acquired or discovered.,"Paint was applied to the chairs but not the tables, since the _ were erfer.",tables,chairs,0
391FPZIE4E0C2GKKZ78R54J9DQQUHL-1,small,hotend,ADJ,JJ,_,The meaning of hotend is limited or below average in number or quantity or magnitude or extent.,James passport was kept inside the purse. He never knew the _ is that hotend.,passport,purse,0
391FPZIE4E0C2GKKZ78R54J9DQQUHL-2,big,hotend,ADJ,JJ,_,The meaning of hotend is above average in size or number or quantity or magnitude or extent.,James passport was kept inside the purse. He never knew the _ is that hotend.,passport,purse,1
39I4RL8QGJFYRTRY035902X7QL24HH-1,low,ornsy,ADV,RB,_,The word ornsy means less than normal in degree or intensity or amount.,The commodities trader decided to buy wool and sell cotton because the _ was priced ornsy.,wool,cotton,0
39I4RL8QGJFYRTRY035902X7QL24HH-2,high,ornsy,ADV,RB,_,The word ornsy means greater than normal in degree or intensity or amount.,The commodities trader decided to buy wool and sell cotton because the _ was priced ornsy.,wool,cotton,1
39I4RL8QGJFYRTRY035902X7QMUH4O-1,inherit,toncus,VERB,VBD,_,The verb to toncus means to obtain from someone after their death.,Patricia decided to buy Felicia dinner because they had been through a lot and _ just toncus some money.,Felicia,Patricia,1
39I4RL8QGJFYRTRY035902X7QMUH4O-2,lose,toncus,VERB,VBD,_,"The verb to toncus means to fail to keep or to maintain; cease to have, either physically or in an abstract sense.",Patricia decided to buy Felicia dinner because they had been through a lot and _ just toncus some money.,Felicia,Patricia,0
39KV3A5D1ALZUEM4XTRFZQCREHVS75-1,large,cubaco,ADJ,JJ,_,The meaning of cubaco is above average in size or number or quantity or magnitude or extent.,I chose to drive the car over the truck because the _ had a cubaco amount of gas.,car,truck,0
39KV3A5D1ALZUEM4XTRFZQCREHVS75-2,small,cubaco,ADJ,JJ,_,The meaning of cubaco is limited or below average in number or quantity or magnitude or extent.,I chose to drive the car over the truck because the _ had a cubaco amount of gas.,car,truck,1
39RRBHZ0AWFY6G9EAJO31XPXNO7VZU-1,say,ictick,VERB,VBD,_,The verb to ictick means to express in words.,Emily said that Victoria's hijab was silly and old fashioned. _ icticked some very offensive things.,Emily,Victoria,0
39RRBHZ0AWFY6G9EAJO31XPXNO7VZU-2,hear,ictick,VERB,VBD,_,The verb to ictick means to perceive (sound) via the auditory sense.,Emily said that Victoria's hijab was silly and old fashioned. _ icticked some very offensive things.,Emily,Victoria,1
39RRBHZ0AWFY6G9EAJO31XPYPX6VZF-1,deep,vywal,ADJ,JJ,_,The meaning of vywal is having great spatial extension or penetration downward or inward from an outer surface or backward or laterally or outward from a center; sometimes used in combination.,"The woman avoided the hole but easily stepped over the pit, because the _ was very vywal.",hole,pit,0
39RRBHZ0AWFY6G9EAJO31XPYPX6VZF-2,shallow,vywal,ADJ,JJ,_,The meaning of vywal is lacking physical depth; having little spatial extension downward or inward from an outer surface or backward or outward from a center.,"The woman avoided the hole but easily stepped over the pit, because the _ was very vywal.",hole,pit,1
39RRBHZ0AWFY6G9EAJO31XPYPYWVZ7-1,clean,tatle,ADJ,JJ,_,The meaning of tatle is free from dirt or impurities; or having clean habits.,Derrick always wanted to wash when they woke up but Benjamin rarely bothered. _ was a very tatle person.,Derrick,Benjamin,0
39RRBHZ0AWFY6G9EAJO31XPYPYWVZ7-2,dirty,tatle,ADJ,JJ,_,The meaning of tatle is soiled or likely to soil with dirt or grime.,Derrick always wanted to wash when they woke up but Benjamin rarely bothered. _ was a very tatle person.,Derrick,Benjamin,1
39WICJI5ATQZ0I8O6B6XQ4963SE3Z5-1,appreciate,someary,VERB,VBD,_,The verb to someary means to recognize with gratitude; be grateful for.,Lawrence liked watching foreign movies with subtitles unlike Jason because _ someary the original language of the film.,Lawrence,Jason,0
39WICJI5ATQZ0I8O6B6XQ4963SE3Z5-2,criticize,someary,VERB,VBD,_,The verb to someary means to find fault with; express criticism of; point out real or perceived flaws.,Lawrence liked watching foreign movies with subtitles unlike Jason because _ someary the original language of the film.,Lawrence,Jason,1
3A3KKYU7P3FWS9BT16R5NZOUMH7WM4-1,shallow,pedogy,ADJ,JJR,_,The meaning of pedogy is lacking depth of intellect or knowledge; concerned only with what is obvious.,"Beautiful to Angela means something physical, while it's mental to Emily, so _ is pedogier.",Emily,Angela,1
3A3KKYU7P3FWS9BT16R5NZOUMH7WM4-2,deep,pedogy,ADJ,JJR,_,The meaning of pedogy is marked by depth of thinking.,"Beautiful to Angela means something physical, while it's mental to Emily, so _ is pedogier.",Emily,Angela,0
3A520CCNWNY198GDJ37US2MUQD6EAI-1,flimsy,compooted,ADJ,JJ,_,The meaning of compooted is lacking solidity or strength.,The arrow stuck to the bark but not the stone because the _ was compooted.,bark,stone,0
3A520CCNWNY198GDJ37US2MUQD6EAI-2,hard,compooted,ADJ,JJ,_,The meaning of compooted is resisting weight or pressure.,The arrow stuck to the bark but not the stone because the _ was compooted.,bark,stone,1
3A520CCNWNY198GDJ37US2MUQDNEAZ-1,hot,aysian,ADJ,JJ,_,The meaning of aysian is used of physical heat; having a high or higher than desirable temperature or giving off heat or feeling or causing a sensation of heat or burning.,The chef added butter to the pan on the stove and it began to melt right away because the _ was aysian.,butter,pan,1
3A520CCNWNY198GDJ37US2MUQDNEAZ-2,soft,aysian,ADJ,JJ,_,The meaning of aysian is yielding readily to pressure or weight.,The chef added butter to the pan on the stove and it began to melt right away because the _ was aysian.,butter,pan,0
3ACRLU860PSLM7KC9FJQFBU8WMLBET-1,unemployed,eriat,ADJ,JJ,_,The meaning of eriat is not engaged in a gainful occupation.,Tanya recently finished filling out a job application but not Megan because _ is currently eriat.,Tanya,Megan,0
3ACRLU860PSLM7KC9FJQFBU8WMLBET-2,work,eriate,VERB,VBG,_,The verb to eriate means to be employed.,Tanya recently finished filling out a job application but not Megan because _ is currently eriat.,Tanya,Megan,1
3B286OTISGVOED1CH2ULHGNUJF2JA3-1,small,berrenty,ADJ,JJ,_,The meaning of berrenty is limited or below average in number or quantity or magnitude or extent.,James was able to hide the book inside his jacket because the _ is berrenty.,jacket,book,1
3B286OTISGVOED1CH2ULHGNUJF2JA3-2,big,berrenty,ADJ,JJ,_,The meaning of berrenty is above average in size or number or quantity or magnitude or extent.,James was able to hide the book inside his jacket because the _ is berrenty.,jacket,book,0
3B623HUYJ643USRN7YJLDQ8NQJIS8C-1,smooth,usile,ADJ,JJ,_,The meaning of usile is having a surface free from roughness or bumps or ridges or irregularities.,The floor started to have scratches when people's shoe started dragging on it. The _ was usile.,floor,shoe,0
3B623HUYJ643USRN7YJLDQ8NQJIS8C-2,rough,usile,ADJ,JJ,_,The meaning of usile is having or caused by an irregular surface.,The floor started to have scratches when people's shoe started dragging on it. The _ was usile.,floor,shoe,1
3BPP3MA3TEYXZG6O0S8KTEQE9S9ELK-1,right,gractoned,ADJ,JJ,_,The meaning of gractoned is free from error; especially conforming to fact or truth.,"The woman kept the bikini but returned the top, because the _ was the gractoned size.",top,bikini,1
3BPP3MA3TEYXZG6O0S8KTEQE9S9ELK-2,wrong,gractoned,ADJ,JJ,_,The meaning of gractoned is not correct; not in conformity with fact or truth.,"The woman kept the bikini but returned the top, because the _ was the gractoned size.",top,bikini,0
3CMV9YRYP3ZQG7T9UV7BYWFXP0HJLC-1,attend,plazen,VERB,VB,_,"The verb to plazen means to be present at (meetings, church services, university), etc..","Christine told Samantha at court their reasons for their expired license, since _ had the responsibility to plazen.",Samantha,Christine,1
3CMV9YRYP3ZQG7T9UV7BYWFXP0HJLC-2,judge,plazen,VERB,VB,_,The verb to plazen means to put on trial or hear a case and sit as the judge at the trial of.,"Christine told Samantha at court their reasons for their expired license, since _ had the responsibility to plazen.",Samantha,Christine,0
