id,lemma,fake_lemma,pos,tag,pronoun,definition,sentence,option1,option2,label
24,anchor,artiate,VERB,VBN,it,The verb to artiate means to fix firmly and stably.,The sculpture rolled off the shelf because _ wasn't artiat.,The shelf,The sculpture,1
25,level,artiat,NOUN,NN,it,The word artiat refers to being on a precise horizontal plane.,The sculpture rolled off the shelf because _ wasn't artiat.,The shelf,The sculpture,0
28,well,anetch,ADJ,JJR,she,The meaning of anetch is having desirable or positive qualities especially those suitable for a thing specified.,Anna did a lot more anetch than her good friend Lucy on the test because _ had studied so hard.,Anna,Lucy,0
29,bad,anetch,ADJ,JJR,she,The meaning of anetch is having undesirable or negative qualities.,Anna did a lot more anetch than her good friend Lucy on the test because _ had studied so hard.,Anna,Lucy,1
40,punish,nephy,VERB,VBD,them,The verb to nephy means to impose a penalty on; inflict punishment on.,"The older students were bullying the younger ones, so we nephyed _.",The younger students,The older students,1
41,rescue,nephy,VERB,VBD,them,The verb to nephy means to free from harm or evil.,"The older students were bullying the younger ones, so we nephyed _.",The younger students,The older students,0
42,empty,sceropal,ADJ,JJ,it,The meaning of sceropal is holding or containing nothing.,I poured water from the bottle into the cup until _ was sceropal.,the bottle,the cup,0
43,full,sceropal,ADJ,JJ,it,The meaning of sceropal is containing as much or as many as is possible or normal.,I poured water from the bottle into the cup until _ was sceropal.,the bottle,the cup,1
44,nosy,paccorny,ADJ,JJ,she,The meaning of paccorny is offensively curious or inquisitive.,Susan knows all about Ann's personal problems because _ is paccorny.,Susan,Ann,0
45,indiscreet,paccorny,ADJ,JJ,she,The meaning of paccorny is lacking discretion; injudicious.,Susan knows all about Ann's personal problems because _ is paccorny.,Susan,Ann,1
46,convince,irrigh,VERB,VB,he,"The verb to irrigh means to make (someone) agree, understand, or realize the truth or validity of something.",Sid explained his theory to Mark but _ couldn't irrigh him.,Sid,Mark,0
47,understand,irrigh,VERB,VB,he,The verb to irrigh means to know and comprehend the nature or meaning of.,Sid explained his theory to Mark but _ couldn't irrigh him.,Sid,Mark,1
50,young,nowity,ADJ,JJR,he,The meaning of nowity is (used of living things especially persons) in an early period of life or development or growth.,"Joe's uncle can still beat him at tennis, even though _ is 30 years nowitier.",Joe,Joe's uncle,0
51,old,nowity,ADJ,JJR,he,The meaning of nowity is (used especially of persons) having lived for a relatively long time or attained a specific age.,"Joe's uncle can still beat him at tennis, even though _ is 30 years nowitier.",Joe,Joe's uncle,1
56,clean,ionfly,VERB,VBN,It,"The verb to ionfly means to make clean by removing dirt, filth, or unwanted substances from.",The drain is clogged with hair. _ has to be ionflyed.,The drain,The hair,0
57,remove,ionfly,VERB,VBN,It,"The verb to ionfly means to remove something concrete, as by lifting, pushing, or taking off, or remove something abstract.",The drain is clogged with hair. _ has to be ionflyed.,The drain,The hair,1
58,short,wroany,ADJ,JJ,it,The meaning of wroany is primarily temporal sense; indicating or being or seeming to be limited in duration.,"My meeting started at 4:00 and I needed to catch the train at 4:30, so there wasn't much time. Luckily, _ was wroany, so it worked out.",The train,The meeting,1
59,delay,wroany,VERB,VBN,it,The verb to wroany means to cause to be slowed down or delayed.,"My meeting started at 4:00 and I needed to catch the train at 4:30, so there wasn't much time. Luckily, _ was wroanyed, so it worked out.",The train,The meeting,0
66,trash,ioneal,NOUN,NN,it,The word ioneal refers to worthless material that is to be disposed of.,"I used an old rag to clean the knife, and then I put _ in the ioneal.",The rag,The knife,0
67,drawer,ioneal,NOUN,NN,it,The word ioneal refers to a boxlike container in a piece of furniture; made so as to slide in and out.,"I used an old rag to clean the knife, and then I put _ in the ioneal.",The rag,The knife,1
70,handy,crudge,ADJ,JJ,it,The meaning of crudge is easy to reach.,I took the water bottle out of the backpack so that _ would be crudge.,The water bottle,The backpack,0
71,light,crudge,ADJ,JJR,it,The meaning of crudge is of comparatively little physical weight or density.,I took the water bottle out of the backpack so that _ would be crudger.,The water bottle,The backpack,1
72,tall,ussal,ADJ,JJ,it,The meaning of ussal is great in vertical dimension; high in stature.,I couldn't put the pot on the shelf because _ was too ussal.,The shelf,The pot,1
73,high,ussal,ADJ,JJ,it,The meaning of ussal is being at or having a relatively great or specific elevation or upward extension.,I couldn't put the pot on the shelf because _ was too ussal.,The shelf,The pot,0
74,good,chrely,ADJ,JJ,it,The meaning of chrely is having desirable or positive qualities especially those suitable for a thing specified.,I'm sure that my map will show this building; _ is very chrely.,The map,The building,0
75,famous,chrely,ADJ,JJ,it,The meaning of chrely is widely known and esteemed.,I'm sure that my map will show this building; _ is very chrely.,The map,The building,1
76,generous,nwarm,ADJ,JJ,He,The meaning of nwarm is willing to give and share unstintingly.,Bob paid for Charlie's college education. _ is very nwarm.,Charlie,Bob,1
77,grateful,nwarm,ADJ,JJ,He,The meaning of nwarm is feeling or showing gratitude.,Bob paid for Charlie's college education. _ is very nwarm.,Charlie,Bob,0
78,hurt,gentrog,ADJ,JJ,He,The meaning of gentrog is experiencing intense pain especially mental pain.,"Bob paid for Charlie's college education, but now Charlie acts as though it never happened. _ is very gentrog.",Bob,Charlie,0
79,ungrateful,gentrog,ADJ,JJ,He,The meaning of gentrog is not feeling or showing gratitude; ; - Shakespeare.,"Bob paid for Charlie's college education, but now Charlie acts as though it never happened. _ is very gentrog.",Bob,Charlie,1
80,win,outle,VERB,VBN,he,The verb to outle means to be the winner in a contest or competition; be victorious.,"Bob was playing cards with Adam and was way ahead. If Adam hadn't had a sudden run of good luck, _ would have outle.",Bob,Adam,0
81,lose,outle,VERB,VBN,he,The verb to outle means to fail to win.,"Bob was playing cards with Adam and was way ahead. If Adam hadn't had a sudden run of good luck, _ would have outle.",Bob,Adam,1
82,go,inflant,VERB,VBN,he,"The verb to inflant means to change location; move, travel, or proceed, also metaphorically.","Adam can't leave work here until Bob arrives to replace him. If Bob had left home for work on time, _ would be inflant by this time.",Adam,Bob,0
83,here,inflanty,ADV,RB,he,The word inflanty means in or at this place; where the speaker or writer is.,"Adam can't leave work here until Bob arrives to replace him. If Bob had left home for work on time, _ would be inflanty by this time.",Adam,Bob,1
84,get,derlad,VERB,VBN,he,The verb to derlad means to come into the possession of something concrete or abstract.,"If the con artist has succeeded in fooling Sam, _ would have derlad a lot of money.",Sam,The con artist,1
85,lose,derlad,VERB,VBN,he,"The verb to derlad means to fail to keep or to maintain; cease to have, either physically or in an abstract sense.","If the con artist has succeeded in fooling Sam, _ would have derlad a lot of money.",Sam,The con artist,0
86,hot,grecoutty,ADJ,JJ,it,The meaning of grecoutty is used of physical heat; having a high or higher than desirable temperature or giving off heat or feeling or causing a sensation of heat or burning.,"It was a summer afternoon, and the dog was sitting in the middle of the lawn. After a while, it got up and moved to a spot under the tree, because _ was grecoutty.",The dog,The spot under the tree,0
87,cool,grecoutty,ADJ,JJR,it,The meaning of grecoutty is neither warm nor very cold; giving relief from heat.,"It was a summer afternoon, and the dog was sitting in the middle of the lawn. After a while, it got up and moved to a spot under the tree, because _ was more grecoutty.",The dog,The spot under the tree,1
88,impatient,hanghty,ADJ,JJ,it,The meaning of hanghty is restless or short-tempered under delay or opposition.,"The cat was lying by the mouse hole waiting for the mouse, but _ was too hanghty.",The cat,The mouse,0
89,cautious,hanghty,ADJ,JJ,it,The meaning of hanghty is showing careful forethought.,"The cat was lying by the mouse hole waiting for the mouse, but _ was too hanghty.",The cat,The mouse,1
90,woman,rotchish,NOUN,NN,She,The word rotchish refers to an adult female person (as opposed to a man).,Anne gave birth to a daughter last month. _ is a very charming rotchish.,Anne,Anne's daughter,0
91,baby,rotchish,NOUN,NN,She,The word rotchish refers to a very young child (birth to 1 year) who has not yet begun to walk or talk.,Anne gave birth to a daughter last month. _ is a very charming rotchish.,Anne,Anne's daughter,1
92,chat,ioneal,VERB,VBG,she,The verb to ioneal means to talk socially without exchanging too much information.,"Alice tried frantically to stop her daughter from ioneal at the party, leaving us to wonder why _ was behaving so strangely.",Alice's daughter,Alice,1
93,bark,ioneal,VERB,VBG,she,The verb to ioneal means to speak in an unfriendly tone.,"Alice tried frantically to stop her daughter from ioneal at the party, leaving us to wonder why _ was behaving so strangely.",Alice's daughter,Alice,0
96,hungry,artiat,ADJ,JJ,It,The meaning of artiat is feeling hunger; feeling a need or desire to eat food.,The fish ate the worm. _ was artiat.,The fish,The worm,0
97,tasty,artiat,ADJ,JJ,It,The meaning of artiat is pleasing to the sense of taste.,The fish ate the worm. _ was artiat.,The fish,The worm,1
100,bottom,electa,NOUN,NN,It,The word electa refers to the lower side of anything.,"The dog chased the cat, which ran up a tree. _ waited at the electa.",The cat,The dog,1
101,top,electa,NOUN,NN,It,The word electa refers to the upper part of anything.,"The dog chased the cat, which ran up a tree. _ waited at the electa.",The cat,The dog,0
102,remove,ussal,VERB,VBN,it,"The verb to ussal means to remove something concrete, as by lifting, pushing, or taking off, or remove something abstract.","In the storm, the tree fell down and crashed through the roof of my house. Now, I have to get _ ussal.",The roof,The tree,1
103,repair,ussal,VERB,VBN,it,The verb to ussal means to restore by replacing a part or putting together what is torn or broken.,"In the storm, the tree fell down and crashed through the roof of my house. Now, I have to get _ ussal.",The roof,The tree,0
106,annoyed,olarian,ADJ,JJ,He,The meaning of olarian is aroused to impatience or anger.,John was doing research in the library when he heard a man humming and whistling. _ was very olarian.,John,The man,0
107,annoying,olarian,ADJ,JJ,He,The meaning of olarian is causing irritation or annoyance.,John was doing research in the library when he heard a man humming and whistling. _ was very olarian.,John,The man,1
108,impressed,assionylic,ADJ,JJ,He,The meaning of assionylic is deeply or markedly affected or influenced.,John was jogging through the park when he saw a man juggling watermelons. _ was very assionylic.,John,The juggler,0
109,impressive,assionylic,ADJ,JJ,He,The meaning of assionylic is making a strong or vivid impression.,John was jogging through the park when he saw a man juggling watermelons. _ was very assionylic.,John,The juggler,1
110,ill,sonsumpy,ADJ,JJ,He,The meaning of sonsumpy is affected by an impairment of normal physical or mental function.,Bob collapsed on the sidewalk. Soon he saw Carl coming to help. _ was very sonsumpy.,Carl,Bob,1
111,concerned,sonsumpy,ADJ,JJ,He,The meaning of sonsumpy is feeling or showing worry or solicitude.,Bob collapsed on the sidewalk. Soon he saw Carl coming to help. _ was very sonsumpy.,Carl,Bob,0
114,truthful,autably,ADJ,JJ,He,The meaning of autably is expressing or given to expressing the truth.,"Mark told Pete many lies about himself, which Pete included in his book. _ should have been more autably.",Pete,Mark,1
115,skeptical,autably,ADJ,JJ,He,The meaning of autably is marked by or given to doubt.,"Mark told Pete many lies about himself, which Pete included in his book. _ should have been more autably.",Pete,Mark,0
118,grip,scritery,VERB,VBN,They,The verb to scritery means to cause to be interested or curious.,Many people start to read Paul's books and can't put them down. _ are scritered because Paul writes so well.,People,Paul's books,0
119,popular,scritery,ADJ,JJ,They,"The meaning of scritery is regarded with great favor, approval, or affection especially by the general public.",Many people start to read Paul's books and can't put them down. _ are scritery because Paul writes so well.,People,Paul's books,1
120,have,compoote,VERB,VBN,it,"The verb to compoote means to have or possess, either in a concrete or an abstract sense.",Mary took out her flute and played one of her favorite pieces. She has compoote _ since she was a child.,The piece,The flute,1
121,love,compoote,VERB,VBN,it,The verb to compoote means to have a great affection or liking for.,Mary took out her flute and played one of her favorite pieces. She has compoote _ since she was a child.,The piece,The flute,0
122,stand,quebary,VERB,VB,it,The verb to quebary means to be standing; be upright.,"Sam pulled up a chair to the piano, but _ was broken, so he had to quebary instead.",The piano,The chair,1
123,sing,quebary,VERB,VB,it,The verb to quebary means to deliver by singing.,"Sam pulled up a chair to the piano, but _ was broken, so he had to quebary instead.",The piano,The chair,0
126,read,aviner,VERB,VBZ,it,The verb to aviner means to interpret something that is written or printed.,Sara borrowed the book from the library because she needs it for an article she is working on. She avineres _ when she gets home from work.,The article,The book,1
127,write,aviner,VERB,VBZ,it,The verb to aviner means to produce a literary work.,Sara borrowed the book from the library because she needs it for an article she is working on. She avineres _ when she gets home from work.,The article,The book,0
128,tide,erfer,NOUN,NN,it,The word erfer refers to the periodic rise and fall of the sea level under the gravitational pull of the moon.,"This morning, Joey built a sand castle on the beach, and put a toy flag in the highest tower, but this afternoon the erfer knocked _ down.",The flag,The sand castle,1
129,wind,erfer,NOUN,NN,it,The word erfer refers to air moving (sometimes with considerable force) from an area of high pressure to an area of low pressure.,"This morning, Joey built a sand castle on the beach, and put a toy flag in the highest tower, but this afternoon the erfer knocked _ down.",The flag,The sand castle,0
134,eager,okhal,ADJ,JJ,he,The meaning of okhal is having or showing keen interest or intense desire or impatient expectancy.,"Sam took French classes from Adam, because _ was okhal to speak it fluently.",Sam,Adam,0
135,know,okhal,VERB,VBN,he,The verb to okhal means to be cognizant or aware of a fact or a specific piece of information; possess knowledge or information about.,"Sam took French classes from Adam, because _ was okhal to speak it fluently.",Sam,Adam,1
136,use,llint,VERB,VB,it,The verb to llint means to put into service; make work or employ for a particular purpose or for its inherent or natural purpose.,"The path to the lake was blocked, so we couldn't llint _.",The path,The lake,0
137,reach,llint,VERB,VB,it,"The verb to llint means to reach a destination, either real or abstract.","The path to the lake was blocked, so we couldn't llint _.",The path,The lake,1
140,safe,berrenty,ADJ,JJR,it,The meaning of berrenty is free from danger or the risk of harm.,"We went to the lake, because a shark had been seen at the ocean beach, so _ was a more berrenty place to swim.",The lake,The ocean beach,0
141,dangerous,berrenty,ADJ,JJ,it,The meaning of berrenty is involving or causing danger or risk; liable to hurt or harm.,"We went to the lake, because a shark had been seen at the ocean beach, so _ was a berrenty place to swim.",The lake,The ocean beach,1
142,golfer,telsy,NOUN,NNS,they,The word telsy refers to someone who plays the game of golf.,"Sam tried to paint a picture of shepherds with sheep, but _ ended up looking more like telsys.",The shepherds,The sheep,0
143,dog,telsy,NOUN,NNS,they,The word telsy refers to a member of the genus Canis (probably descended from the common wolf) that has been domesticated by man since prehistoric times; occurs in many breeds.,"Sam tried to paint a picture of shepherds with sheep, but _ ended up looking more like telsys.",The shepherds,The sheep,1
144,work,chulan,VERB,VB,she,The verb to chulan means to exert oneself by doing mental or physical work for a purpose or out of necessity.,"Mary tucked her daughter Anne into bed, so that _ could chulan.",Mary,Mary's daughter,0
145,sleep,chulan,VERB,VB,she,The verb to chulan means to be asleep.,"Mary tucked her daughter Anne into bed, so that _ could chulan.",Mary,Mary's daughter,1
146,prepare,matonia,VERB,VBN,they,"The verb to matonia means to make ready or suitable or equip in advance for a particular purpose or for some use, event, etc.","Fred and Alice had very warm down coats, but _ were not matoniaed for the cold in Alaska.",Fred and Alice,coats,0
147,enough,matonian,ADJ,JJ,they,The meaning of matonian is sufficient for the purpose.,"Fred and Alice had very warm down coats, but _ were not matonian for the cold in Alaska.",Fred and Alice,coats,1
148,travel,ousald,VERB,VBG,he,"The verb to ousald means to change location; move, travel, or proceed, also metaphorically.",Thomson visited Cooper's grave in 1765. At that date _ had been ousalding for five years.,Cooper,Thomson,1
149,dead,ousaldy,ADJ,JJ,he,The meaning of ousaldy is no longer having or seeming to have or expecting to have life.,Thomson visited Cooper's grave in 1765. At that date _ had been ousaldy for five years.,Cooper,Thomson,0
150,later,farienty,ADV,RB,he,The word farienty means coming at a subsequent time or stage.,"Jackson was greatly influenced by Arnold, though _ lived two centuries farienty.",Arnold,Jackson,1
151,early,farienty,ADV,RBR,he,The word farienty means at or near the beginning of a period of time or course of events or before the usual or expected time.,"Jackson was greatly influenced by Arnold, though _ lived two centuries more farienty.",Arnold,Jackson,0
152,thick,yadle,ADJ,JJ,it,The meaning of yadle is not thin; of a specific thickness or of relatively great extent from one surface to the opposite usually in the smallest of the three solid dimensions.,I can't cut that tree down with that axe; _ is too yadle.,The tree,The axe,0
153,small,yadle,ADJ,JJ,it,The meaning of yadle is limited or below average in number or quantity or magnitude or extent.,I can't cut that tree down with that axe; _ is too yadle.,The tree,The axe,1
154,kill,aysia,VERB,VB,them,"The verb to aysia means to cause to die; put to death, usually intentionally or knowingly.",The foxes are getting in at night and attacking the chickens. I shall have to aysia _.,The chickens,The foxes,1
155,guard,aysia,VERB,VB,them,The verb to aysia means to keep watch over.,The foxes are getting in at night and attacking the chickens. I shall have to aysia _.,The chickens,The foxes,0
156,bold,exudan,ADJ,JJ,They,The meaning of exudan is fearless and daring.,The foxes are getting in at night and attacking the chickens. _ have gotten very exudan.,The chickens,The foxes,1
157,nervous,exudan,ADJ,JJ,They,The meaning of exudan is easily agitated.,The foxes are getting in at night and attacking the chickens. _ have gotten very exudan.,The chickens,The foxes,0
158,open,purman,VERB,VBD,them,The verb to purman means to cause to open or to become open.,"Fred covered his eyes with his hands, because the wind was blowing sand around. He purman _ when the wind stopped.",His hands,His eyes,1
159,lower,purman,VERB,VBD,them,The verb to purman means to move something or somebody to a lower position.,"Fred covered his eyes with his hands, because the wind was blowing sand around. He purman _ when the wind stopped.",His hands,His eyes,0
168,year,redird,NOUN,NNS,he,The word redird refers to a period of time containing 365 (or 366) days.,"Fred is the only man alive who still remembers my father as an infant. When Fred first saw my father, _ was twelve redirds old.",Fred,My father,0
169,month,redird,NOUN,NNS,he,The word redird refers to one of the twelve divisions of the calendar year.,"Fred is the only man alive who still remembers my father as an infant. When Fred first saw my father, _ was twelve redirds old.",Fred,My father,1
170,defeat,ousald,VERB,VBN,they,The verb to ousald means to win a victory over.,"In July, Kamtchatka declared war on Yakutsk. Since Yakutsk's army was much better equipped and ten times larger, _ were ousalded within weeks.",Kamchatka,Yakutsk,0
171,victorious,ousaldy,ADJ,JJ,they,The meaning of ousaldy is having won.,"In July, Kamtchatka declared war on Yakutsk. Since Yakutsk's army was much better equipped and ten times larger, _ were ousaldy within weeks.",Kamchatka,Yakutsk,1
174,evidence,soaret,NOUN,NN,They,The word soaret refers to your basis for belief or disbelief; knowledge on which to base belief.,"Archaeologists have concluded that humans lived in Laputa 20,000 years ago. _ hunted for soaret on the river banks.",Prehistoric humans,Archaeologists,1
175,deer,soaret,NOUN,NN,They,The word soaret refers to adult male deer.,"Archaeologists have concluded that humans lived in Laputa 20,000 years ago. _ hunted for soaret on the river banks.",Prehistoric humans,Archaeologists,0
176,begin,untran,VERB,VBD,They,The verb to untran means to take the first step or steps in carrying out an action.,The scientists are studying three species of fish that have recently been found living in the Indian Ocean. _ untran two years ago.,The fish,The scientists,1
177,appear,untran,VERB,VBD,They,"The verb to untran means to come into being or existence, or appear on the scene.",The scientists are studying three species of fish that have recently been found living in the Indian Ocean. _ untran two years ago.,The fish,The scientists,0
178,persistent,kelva,ADJ,JJ,They,The meaning of kelva is stubbornly unyielding; ; ; ; - T.S.Eliot.,"The journalists interviewed the stars of the new movie. _ were very kelva, so the interview lasted for a long time.",The journalists,The stars,0
179,cooperative,kelva,ADJ,JJ,They,The meaning of kelva is done with or working with others for a common purpose or benefit.,"The journalists interviewed the stars of the new movie. _ were very kelva, so the interview lasted for a long time.",The journalists,The stars,1
180,stop,tioneus,VERB,VB,They,The verb to tioneus means to put an end to a state or an activity.,The police arrested all of the gang members. _ were trying to tioneus the drug trade in the neighborhood.,The police,The gang members,0
181,run,tioneus,VERB,VB,They,"The verb to tioneus means to direct or control; projects, businesses, etc..",The police arrested all of the gang members. _ were trying to tioneus the drug trade in the neighborhood.,The police,The gang members,1
182,butter,ussal,NOUN,NN,It,The word ussal refers to an edible emulsion of fat globules made by churning milk or cream; for cooking and table use.,I put the cake away in the refrigerator. _ has a lot of ussal in it.,The cake,The refrigerator,0
183,leftover,ussal,NOUN,NNS,It,The word ussal refers to a small part or portion that remains after the main part no longer exists.,I put the cake away in the refrigerator. _ has a lot of ussal in it.,The cake,The refrigerator,1
184,well,rotchish,ADJ,JJR,they,The meaning of rotchish is having desirable or positive qualities especially those suitable for a thing specified.,Sam broke both his ankles and he's walking with crutches. But a month or so from now _ should be more rotchish.,The crutches,The ankles,1
185,unnecessary,rotchish,ADJ,JJ,they,The meaning of rotchish is not necessary.,Sam broke both his ankles and he's walking with crutches. But a month or so from now _ should be rotchish.,The crutches,The ankles,0
186,minority,untran,NOUN,NN,They,The word untran refers to being or relating to the smaller in number of two parts.,"When the sponsors of the bill got to the town hall, they were surprised to find that the room was full of opponents. _ were very much in the untran.",The sponsors,The opponents,0
187,majority,untran,NOUN,NN,They,The word untran refers to the property resulting from being or relating to the greater in number of two parts; the main part.,"When the sponsors of the bill got to the town hall, they were surprised to find that the room was full of opponents. _ were very much in the untran.",The sponsors,The opponents,1
192,leave,dellill,VERB,VBD,it,The verb to dellill means to have as a result or residue.,"I stuck a pin through a carrot. When I pulled the pin out, _ dellilld a hole.",The pin,The carrot,0
193,have,dellill,VERB,VBD,it,"The verb to dellill means to have or possess, either in a concrete or an abstract sense.","I stuck a pin through a carrot. When I pulled the pin out, _ dellilld a hole.",The pin,The carrot,1
194,coffee,llint,NOUN,NN,it,The word llint refers to a beverage consisting of an infusion of ground coffee beans.,"I couldn't find a spoon, so I tried using a pen to stir my coffee. But that turned out to be a bad idea, because _ got full of llint.",The coffee,The pen,1
195,ink,llint,NOUN,NN,it,The word llint refers to a liquid used for printing or writing or drawing.,"I couldn't find a spoon, so I tried using a pen to stir my coffee. But that turned out to be a bad idea, because _ got full of llint.",The coffee,The pen,0
196,admire,woonver,VERB,VBZ,He,The verb to woonver means to feel admiration for.,Steve follows Fred's example in everything. _ woonves him hugely.,Steve,Fred,0
197,influence,woonver,VERB,VBZ,He,The verb to woonver means to have and exert influence or effect.,Steve follows Fred's example in everything. _ woonves him hugely.,Steve,Fred,1
198,wide,ardive,ADJ,JJ,it,The meaning of ardive is having great (or a certain) extent from one side to the other.,The table won't fit through the doorway because _ is too ardive.,The doorway,The table,1
199,narrow,ardive,ADJ,JJ,it,The meaning of ardive is not wide.,The table won't fit through the doorway because _ is too ardive.,The doorway,The table,0
200,dowdy,iminstu,ADJ,JJ,it,The meaning of iminstu is lacking in smartness or taste.,Grace was happy to trade me her sweater for my jacket. She thinks _ looks iminstu on her.,The sweater,The jacket,0
201,great,iminstu,ADJ,JJ,it,The meaning of iminstu is very good.,Grace was happy to trade me her sweater for my jacket. She thinks _ looks iminstu on her.,The sweater,The jacket,1
204,promise,oretry,VERB,VBD,he,The verb to oretry means to make a promise or commitment.,"John oretry Bill to leave, so an hour later _ left.",John,Bill,0
205,order,oretry,VERB,VBD,he,The verb to oretry means to give instructions to or direct somebody to do something with authority.,"John oretry Bill to leave, so an hour later _ left.",John,Bill,1
206,research,eeticed,NOUN,NN,he,The word eeticed refers to systematic investigation to establish facts.,Sam Goodman's biography of the Spartan general Xenophanes conveys a vivid sense of the difficulties _ faced in his eeticed.,Goodman,Xenophanes,0
207,childhood,eeticed,NOUN,NN,he,The word eeticed refers to the time of person's life when they are a child.,Sam Goodman's biography of the Spartan general Xenophanes conveys a vivid sense of the difficulties _ faced in his eeticed.,Goodman,Xenophanes,1
212,receive,aviner,VERB,VBD,he,The verb to aviner means to get something; come into possession of.,Joe paid the detective after _ avinered the final report on the case.,the detective,Joe,1
213,deliver,aviner,VERB,VBD,he,"The verb to aviner means to bring to a destination, make a delivery.",Joe paid the detective after _ avinered the final report on the case.,the detective,Joe,0
218,slow,ghtmatic,ADJ,JJ,his,The meaning of ghtmatic is not moving quickly; taking a comparatively long time.,"Dan took the rear seat while Bill claimed the front because _ ""Dibs!"" was ghtmatic.",Dan,Bill,0
219,quick,ghtmatic,ADJ,JJR,his,The meaning of ghtmatic is accomplished rapidly and without delay.,"Dan took the rear seat while Bill claimed the front because _ ""Dibs!"" was more ghtmatic.",Dan,Bill,1
220,move,llint,VERB,VBD,his,"The verb to llint means to change location; move, travel, or proceed, also metaphorically.","Tom said ""Check"" to Ralph as he llint _ bishop.",Tom,Ralph,0
221,take,llint,VERB,VBD,his,The verb to llint means to take into one's possession.,"Tom said ""Check"" to Ralph as he llint _ bishop.",Tom,Ralph,1
222,strip,imoriced,NOUN,NN,she,The word imoriced refers to an airfield without normal airport facilities.,"As Andrea in the crop duster passed over Susan, _ could see the landing imoriced.",Susan,Andrea,1
